date,open,high,low,close,volume
2025-10-29T09:15:00+05:30,1490,1505.4,1488.1,1503.6,2284974
2025-10-29T10:15:00+05:30,1503.5,1506.4,1498.9,1503.5,1510795
2025-10-29T11:15:00+05:30,1503.4,1508.3,1499,1501.9,2061485
2025-10-29T12:15:00+05:30,1501.9,1506,1499.4,1505.7,1625000
2025-10-29T13:15:00+05:30,1505.7,1507.4,1501.1,1503.3,1724188
2025-10-29T14:15:00+05:30,1503.3,1504.8,1500.8,1503.6,2134175
2025-10-29T15:15:00+05:30,1503.6,1505.3,1503.1,1504,492483
2025-10-30T09:15:00+05:30,1500,1501.3,1490.4,1496,1099487
2025-10-30T10:15:00+05:30,1496,1498.3,1490,1496.9,955469
2025-10-30T11:15:00+05:30,1497.3,1503.1,1495,1495.2,1759004
2025-10-30T12:15:00+05:30,1495.2,1496.5,1492.7,1494,616146
2025-10-30T13:15:00+05:30,1494.1,1495.6,1487.1,1491,994473
2025-10-30T14:15:00+05:30,1490.9,1491.5,1484,1488.2,3190482
2025-10-30T15:15:00+05:30,1488.1,1490.4,1488,1489.7,669794
2025-10-31T09:15:00+05:30,1490.4,1497.5,1484.5,1486.7,1057547
2025-10-31T10:15:00+05:30,1486.2,1488.5,1482.3,1484.5,509731
2025-10-31T11:15:00+05:30,1484.1,1492.8,1482.8,1487.6,542160
2025-10-31T12:15:00+05:30,1487.9,1491.9,1485.4,1488.9,852817
2025-10-31T13:15:00+05:30,1489,1490.1,1485.4,1489.7,1282461
2025-10-31T14:15:00+05:30,1489.7,1491.7,1485,1486.4,2934583
2025-10-31T15:15:00+05:30,1486.6,1487.9,1486,1487,1506250
2025-11-03T09:15:00+05:30,1486,1491.7,1479.3,1487.7,1194661
2025-11-03T10:15:00+05:30,1487.5,1495,1486.4,1491.2,624765
2025-11-03T11:15:00+05:30,1491.2,1494.4,1488.5,1489,1558235
2025-11-03T12:15:00+05:30,1488.8,1493,1485,1486.8,1030441
2025-11-03T13:15:00+05:30,1486.8,1490.7,1484.5,1488.3,1776594
2025-11-03T14:15:00+05:30,1488.2,1490.5,1483.3,1484.5,1693409
2025-11-03T15:15:00+05:30,1484.6,1487.7,1484,1487.3,453631
2025-11-04T09:15:00+05:30,1483.9,1492.8,1481.2,1488.6,992461
2025-11-04T10:15:00+05:30,1488.1,1491.9,1486.6,1489.5,833429
2025-11-04T11:15:00+05:30,1489.6,1491.2,1483.4,1485.5,1328949
2025-11-04T12:15:00+05:30,1485.4,1487.9,1480.2,1480.5,1229052
2025-11-04T13:15:00+05:30,1480.6,1483.6,1478.1,1479.8,1507613
2025-11-04T14:15:00+05:30,1479.8,1480.7,1471,1471.9,3185324
2025-11-04T15:15:00+05:30,1472.1,1473.5,1470.1,1471.1,857087
2025-11-06T09:15:00+05:30,1484,1501.6,1476.2,1493.2,3375406
2025-11-06T10:15:00+05:30,1493.2,1498.7,1493,1497,1323878
2025-11-06T11:15:00+05:30,1497.1,1497.8,1492.8,1495.2,1112749
2025-11-06T12:15:00+05:30,1495.2,1497.8,1486.3,1489.6,2277400
2025-11-06T13:15:00+05:30,1489.7,1494.9,1486.8,1493.6,2456765
2025-11-06T14:15:00+05:30,1493.7,1498.2,1492.1,1493.7,4374034
2025-11-06T15:15:00+05:30,1493.7,1496.1,1493.2,1494.8,1084155
2025-11-07T09:15:00+05:30,1494.6,1498.4,1485.1,1493.5,1793825
2025-11-07T10:15:00+05:30,1493,1495.5,1490.3,1494.2,891386
2025-11-07T11:15:00+05:30,1494.3,1495.9,1487.5,1488.5,1053336
2025-11-07T12:15:00+05:30,1488.5,1488.7,1480.7,1481.7,954966
2025-11-07T13:15:00+05:30,1482,1486.2,1478.1,1480.4,855765
2025-11-07T14:15:00+05:30,1480.4,1483.5,1475.9,1476.9,1454144
2025-11-07T15:15:00+05:30,1476.9,1480.6,1476.6,1480.5,702961
2025-11-10T09:15:00+05:30,1477.9,1494.9,1475.5,1492.5,1163077
2025-11-10T10:15:00+05:30,1492.5,1493.8,1488,1492.6,838569
2025-11-10T11:15:00+05:30,1492.5,1501,1492.1,1494.6,1367786
2025-11-10T12:15:00+05:30,1494.9,1499.5,1493.2,1497.4,519403
2025-11-10T13:15:00+05:30,1497.3,1497.8,1492.4,1493.4,793030
2025-11-10T14:15:00+05:30,1493.8,1494.9,1487.8,1488.5,1634279
2025-11-10T15:15:00+05:30,1488.5,1490.9,1488.4,1489.7,679384
2025-11-11T09:15:00+05:30,1497,1498.8,1483,1483.6,913165
2025-11-11T10:15:00+05:30,1483.6,1485.8,1480.6,1481.8,633099
2025-11-11T11:15:00+05:30,1481.9,1485.5,1480.2,1482.5,845079
2025-11-11T12:15:00+05:30,1482.6,1486.5,1481.8,1486,691355
2025-11-11T13:15:00+05:30,1485.9,1494.3,1485.6,1492.1,1140283
2025-11-11T14:15:00+05:30,1492.3,1495.9,1491.2,1494,2096597
2025-11-11T15:15:00+05:30,1494,1495.3,1492.2,1493.8,688862
2025-11-12T09:15:00+05:30,1505,1513.5,1500,1504,2014311
2025-11-12T10:15:00+05:30,1504,1513.9,1504,1512.7,2077968
2025-11-12T11:15:00+05:30,1512.9,1521.4,1512.7,1520.5,1702439
2025-11-12T12:15:00+05:30,1520,1524.4,1518.5,1523.5,1556594
2025-11-12T13:15:00+05:30,1523.5,1524.7,1518.3,1518.7,1843791
2025-11-12T14:15:00+05:30,1518.7,1519.8,1511.9,1512.1,2094161
2025-11-12T15:15:00+05:30,1512,1512.3,1508.6,1511.8,943587
2025-11-13T09:15:00+05:30,1515,1516,1506.8,1512,924849
2025-11-13T10:15:00+05:30,1512.1,1517.8,1510.3,1515,694750
2025-11-13T11:15:00+05:30,1514.9,1519,1514,1517.2,671697
2025-11-13T12:15:00+05:30,1517.2,1520.5,1515.6,1518.5,1067043
2025-11-13T13:15:00+05:30,1518.5,1522.1,1508,1509.9,1542299
2025-11-13T14:15:00+05:30,1509.7,1513.9,1508,1511.6,1673895
2025-11-13T15:15:00+05:30,1511.6,1512.9,1510.4,1512.1,484887
2025-11-14T09:15:00+05:30,1505.5,1516.2,1505.5,1515,914675
2025-11-14T10:15:00+05:30,1515.1,1519,1512.6,1515.8,871337
2025-11-14T11:15:00+05:30,1515.8,1516,1512.8,1515.2,491095
2025-11-14T12:15:00+05:30,1515.3,1517.7,1514.5,1515.8,546427
2025-11-14T13:15:00+05:30,1515.8,1517,1511,1513.9,585770
2025-11-14T14:15:00+05:30,1513.9,1520.9,1512.4,1520.1,2482830
2025-11-14T15:15:00+05:30,1520.1,1520.4,1516.8,1518.2,1713636
2025-11-17T09:15:00+05:30,1520.9,1523.7,1516,1519.4,747571
2025-11-17T10:15:00+05:30,1519.4,1520.8,1516.5,1516.9,674034
2025-11-17T11:15:00+05:30,1516.9,1517,1511.5,1514.5,772865
2025-11-17T12:15:00+05:30,1514.5,1516.2,1512.7,1513,609523
2025-11-17T13:15:00+05:30,1513,1517.4,1512.8,1516,705452
2025-11-17T14:15:00+05:30,1516,1518.5,1513.8,1518,1683822
2025-11-17T15:15:00+05:30,1518,1519.7,1517.9,1518,644707
2025-11-18T09:15:00+05:30,1521.7,1521.7,1510.5,1514,1413337
2025-11-18T10:15:00+05:30,1513.9,1516.7,1511.6,1513.8,736910
2025-11-18T11:15:00+05:30,1514,1522.5,1513.8,1519.9,829682
2025-11-18T12:15:00+05:30,1519.9,1523.4,1516.3,1522,1832440
2025-11-18T13:15:00+05:30,1522,1527.8,1522,1526.3,1748985
2025-11-18T14:15:00+05:30,1526.1,1527.5,1516.4,1516.5,3224852
2025-11-18T15:15:00+05:30,1516.5,1520,1515.7,1520,1123599
2025-11-19T09:15:00+05:30,1517.4,1520.8,1514.9,1520.2,712140
2025-11-19T10:15:00+05:30,1520.2,1520.7,1513.5,1514.4,574806
2025-11-19T11:15:00+05:30,1514.4,1518.6,1512,1517.2,507769
2025-11-19T12:15:00+05:30,1517.5,1522,1517.5,1520,686941
2025-11-19T13:15:00+05:30,1520,1520.9,1516.6,1520.1,1037388
2025-11-19T14:15:00+05:30,1520.2,1522.3,1518.3,1519.1,1450565
2025-11-19T15:15:00+05:30,1519.2,1519.6,1518,1519,625925
2025-11-20T09:15:00+05:30,1530,1539.1,1526.7,1531.8,2919518
2025-11-20T10:15:00+05:30,1531.8,1542.4,1531.2,1539.2,2651710
2025-11-20T11:15:00+05:30,1539.8,1546,1539.4,1544.4,1499717
2025-11-20T12:15:00+05:30,1544.4,1548,1542.9,1545,1972885
2025-11-20T13:15:00+05:30,1545,1549,1544.5,1549,2167565
