time_ist,security_id,instrument_name,best_bid,best_ask,spread,total_bid_qty,total_ask_qty,total_bid_orders,total_ask_orders,imbalance_ratio,,avg_bid_order_size,avg_ask_order_size,,bid_vwap,Bid Vwap change,ask_vwap,ask vwap change,bid_50pct_level,ask_50pct_level,order ratio,OIMBR,Bids Avg value,Ask avg value,ratio
14:10:12,49543,NIFTY DEC 2025 FUT,25962,25962.8,0.8,115050,122250,476,619,0.9411,0%,241.7,197.5,1.223797468,25927.72,0%,25990.18,0%,121,80,0.768982229,1.22382542,298.2984186,317.7299505,0.938842618
14:10:13,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,114450,121575,469,612,0.9414,0%,244.03,198.65,1.228441983,25928.03,1%,25990.27,0%,122,81,0.766339869,1.228436674,296.7463034,315.9767075,0.939139805
14:10:13,49543,NIFTY DEC 2025 FUT,25962.1,25962.9,0.8,114825,116325,473,582,0.9871,5%,242.76,199.87,1.214589483,25927.88,-1%,25991.34,4%,123,88,0.812714777,1.214571247,297.7168821,302.3442626,0.984694995
14:10:13,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,113325,116325,467,578,0.9742,-1%,242.67,201.25,1.205813665,25927.36,-2%,25990.93,-2%,125,91,0.807958478,1.205755032,293.8218072,302.3394932,0.971827412
14:10:13,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,114600,116625,474,582,0.9826,1%,241.77,200.39,1.20649733,25927.3,0%,25991.09,1%,123,89,0.81443299,1.206483544,297.126858,303.1210871,0.980224968
14:10:13,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,114075,116325,469,578,0.9807,0%,243.23,201.25,1.208596273,25927.5,1%,25991.02,0%,124,90,0.811418685,1.208623881,295.7679563,302.3405402,0.97826099
14:10:14,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,114000,117600,469,589,0.9694,-1%,243.07,199.66,1.217419613,25927.48,0%,25991.05,0%,124,88,0.796264856,1.217434115,295.573272,305.654748,0.967016786
14:10:14,49543,NIFTY DEC 2025 FUT,25962,25962.9,0.9,114075,117300,470,585,0.9725,0%,242.71,200.51,1.210463319,25927.45,0%,25990.93,0%,123,89,0.803418803,1.210452128,295.7673859,304.8736089,0.970131154
14:10:14,49543,NIFTY DEC 2025 FUT,25962,25963,1,112725,121650,458,621,0.9266,-5%,246.12,195.89,1.256419419,25926.72,-3%,25990.4,-2%,126,81,0.737520129,1.256372489,292.2589512,316.173216,0.924363407
14:10:14,49543,NIFTY DEC 2025 FUT,25962,25963,1,112500,120150,455,606,0.9363,1%,247.25,198.27,1.247036869,25926.71,0%,25990.34,0%,127,86,0.750825083,1.247028132,291.6754875,312.2739351,0.93403725
14:10:15,49543,NIFTY DEC 2025 FUT,25962,25963,1,112725,119925,458,603,0.94,0%,246.12,198.88,1.237530169,25926.76,0%,25990.21,-1%,126,85,0.759535655,1.237598253,292.2594021,311.6875934,0.937667743
14:10:15,49543,NIFTY DEC 2025 FUT,25962,25963,1,106425,118875,459,588,0.8953,-5%,231.86,202.17,1.146856606,25924.27,-10%,25989.57,-2%,130,85,0.780612245,1.146920261,275.8990435,308.9510134,0.893018736
14:10:15,49543,NIFTY DEC 2025 FUT,25962,25962.8,0.8,109725,118725,479,586,0.9242,3%,229.07,202.6,1.13065153,25924.5,1%,25989.63,0%,122,85,0.817406143,1.130649687,284.4565763,308.5618822,0.921878536
14:10:15,49543,NIFTY DEC 2025 FUT,25962,25962.7,0.7,114825,119475,476,597,0.9611,4%,241.23,200.13,1.205366512,25926.56,8%,25989.95,1%,118,86,0.797319933,1.205413235,297.7017252,310.5149276,0.958735631
14:10:16,49543,NIFTY DEC 2025 FUT,25962,25962.8,0.8,114750,119550,475,597,0.9598,0%,241.58,200.25,1.20639201,25926.65,0%,25989.92,0%,119,85,0.795644891,1.206317053,297.5083088,310.7094936,0.957512773
14:10:16,49543,NIFTY DEC 2025 FUT,25962,25962.7,0.7,114600,119625,474,598,0.958,0%,241.77,200.04,1.208608278,25926.98,1%,25989.9,0%,121,84,0.79264214,1.208616034,297.1231908,310.9041788,0.955674485
