time,trading_symbol,last_price,volume_delta,aggressor_side,cvd_change,oi,oi_delta,depth_toxicity_tick,kyle_lambda_tick
2025-12-29 04:06:44+00,,26097.80,415425,BUY,415425,10337325,-3553950,0.9893,0.000095
2025-12-29 04:06:45+00,,26097.80,375,BUY,375,10337325,0,0.0769,0.000000
2025-12-29 04:06:46+00,,26093.40,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:06:47+00,,26093.50,300,SELL,-300,10337325,0,0.0296,0.000010
2025-12-29 04:06:50+00,,26099.60,1125,BUY,1125,10337325,0,0.1282,0.000707
2025-12-29 04:06:51+00,,26093.10,1200,SELL,-1200,10337325,0,0.0637,0.000021
2025-12-29 04:06:52+00,,26093.20,1200,SELL,-1200,10337325,0,0.0637,0.000016
2025-12-29 04:06:53+00,,26093.20,75,SELL,-75,10337325,0,0.0125,0.000000
2025-12-29 04:06:55+00,,26093.40,225,SELL,-225,10337325,0,0.0857,0.000114
2025-12-29 04:06:56+00,,26093.40,150,SELL,-150,10337325,0,0.0364,0.000048
2025-12-29 04:06:57+00,,26092.70,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:06:58+00,,26092.70,300,SELL,-300,10337325,0,0.0195,0.000046
2025-12-29 04:06:59+00,,26093.00,150,SELL,-150,10337325,0,0.0099,0.000020
2025-12-29 04:07:00+00,,26093.00,450,SELL,-450,10337325,0,0.0294,0.000026
2025-12-29 04:07:01+00,,26096.90,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:07:03+00,,26093.40,300,SELL,-300,10337325,0,0.0207,0.000048
2025-12-29 04:07:04+00,,26097.50,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:07:05+00,,26096.90,450,BUY,450,10337325,0,0.0909,0.000121
2025-12-29 04:07:06+00,,26096.00,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:07:07+00,,26093.00,375,SELL,-375,10337325,0,0.1282,0.001026
2025-12-29 04:07:08+00,,26093.00,75,SELL,-75,10337325,0,0.0313,0.000000
2025-12-29 04:07:09+00,,26097.20,75,BUY,75,10337325,0,0.0313,0.001750
2025-12-29 04:07:10+00,,26097.20,300,BUY,300,10337325,0,0.1081,0.000000
2025-12-29 04:07:11+00,,26095.80,0,NEUTRAL,0,10337325,0,1.0000,0.000000
2025-12-29 04:07:12+00,,26095.80,1350,SELL,-1350,10357275,19950,0.1452,0.000118
2025-12-29 04:07:13+00,,26095.80,450,SELL,-450,10357275,19950,0.0769,0.000000
2025-12-29 04:07:14+00,,26096.40,450,SELL,-450,10357275,0,0.0769,0.000103
2025-12-29 04:07:15+00,,26096.40,900,BUY,900,10357275,19950,0.1967,0.000743
2025-12-29 04:07:16+00,,26092.20,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:07:17+00,,26096.30,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:07:18+00,,26094.00,75,SELL,-75,10357275,0,0.0345,0.001057
2025-12-29 04:07:19+00,,26096.40,225,BUY,225,10357275,0,0.1364,0.001455
2025-12-29 04:07:20+00,,26096.30,300,BUY,300,10357275,0,0.1739,0.002377
2025-12-29 04:07:21+00,,26096.30,150,BUY,150,10357275,0,0.0500,0.000000
2025-12-29 04:07:23+00,,26094.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:07:24+00,,26095.90,300,BUY,300,10357275,0,0.0784,0.000131
2025-12-29 04:07:25+00,,26096.00,150,BUY,150,10357275,0,0.0408,0.000544
2025-12-29 04:07:26+00,,26093.30,600,SELL,-600,10357275,0,0.1538,0.000667
2025-12-29 04:07:27+00,,26093.00,600,SELL,-600,10357275,0,0.1538,0.000769
2025-12-29 04:07:28+00,,26093.00,75,SELL,-75,10357275,0,0.0159,0.000000
2025-12-29 04:07:29+00,,26096.30,900,BUY,900,10357275,0,0.1237,0.000454
2025-12-29 04:07:32+00,,26096.20,225,BUY,225,10357275,0,0.0732,0.000033
2025-12-29 04:07:34+00,,26096.00,225,BUY,225,10357275,0,0.0588,0.000052
2025-12-29 04:07:35+00,,26093.40,2100,SELL,-2100,10357275,0,0.3684,0.000105
2025-12-29 04:07:36+00,,26093.40,75,SELL,-75,10357275,0,0.0208,0.000722
2025-12-29 04:07:37+00,,26099.60,1050,BUY,1050,10357275,0,0.2373,0.001582
2025-12-29 04:07:38+00,,26099.00,8475,BUY,8475,10357275,0,0.3610,0.000239
2025-12-29 04:07:39+00,,26099.00,75,BUY,75,10357275,0,0.0057,0.000069
2025-12-29 04:07:40+00,,26099.50,8475,BUY,8475,10357275,0,0.3951,0.000284
2025-12-29 04:07:41+00,,26099.50,300,BUY,300,10357275,0,0.0255,0.000000
2025-12-29 04:07:42+00,,26095.00,450,BUY,450,10357275,0,0.1875,0.001875
2025-12-29 04:07:43+00,,26095.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:07:44+00,,26097.00,975,SELL,-975,10357275,0,0.2364,0.000485
2025-12-29 04:07:45+00,,26093.40,450,SELL,-450,10357275,0,0.1250,0.000444
2025-12-29 04:07:46+00,,26093.40,150,SELL,-150,10357275,0,0.0465,0.001116
2025-12-29 04:07:47+00,,26096.20,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:07:48+00,,26093.40,150,SELL,-150,10357275,0,0.0541,0.001009
2025-12-29 04:07:49+00,,26093.40,375,SELL,-375,10357275,0,0.0258,0.000247
2025-12-29 04:07:51+00,,26097.00,225,SELL,-225,10357275,0,0.0162,0.000259
2025-12-29 04:07:52+00,,26095.00,300,SELL,-300,10357275,0,0.0209,0.000084
2025-12-29 04:07:54+00,,26095.00,450,SELL,-450,10357275,0,0.1091,0.000000
2025-12-29 04:07:56+00,,26095.00,300,SELL,-300,10357275,0,0.0494,0.000000
2025-12-29 04:07:58+00,,26093.10,750,SELL,-750,10357275,0,0.1852,0.000469
2025-12-29 04:07:59+00,,26093.10,75,SELL,-75,10357275,0,0.0222,0.001215
2025-12-29 04:08:00+00,,26097.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:01+00,,26097.00,975,BUY,975,10357275,0,0.1477,0.000591
2025-12-29 04:08:02+00,,26097.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:04+00,,26093.00,300,SELL,-300,10357275,0,0.0556,0.000741
2025-12-29 04:08:06+00,,26093.00,75,SELL,-75,10357275,0,0.0189,0.000000
2025-12-29 04:08:07+00,,26092.00,450,SELL,-450,10357275,0,0.1154,0.001308
2025-12-29 04:08:08+00,,26095.60,75,BUY,75,10357275,0,0.0213,0.001021
2025-12-29 04:08:09+00,,26095.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:10+00,,26094.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:11+00,,26094.50,600,SELL,-600,10357275,0,0.1194,0.000199
2025-12-29 04:08:12+00,,26096.10,300,BUY,300,10357275,0,0.0635,0.000127
2025-12-29 04:08:14+00,,26096.10,150,BUY,150,10357275,0,0.0282,0.000300
2025-12-29 04:08:15+00,,26091.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:16+00,,26096.10,225,BUY,225,10357275,0,0.1034,0.000000
2025-12-29 04:08:19+00,,26093.10,75,SELL,-75,10357275,0,0.0208,0.000833
2025-12-29 04:08:20+00,,26092.10,300,SELL,-300,10357275,0,0.0784,0.000288
2025-12-29 04:08:21+00,,26092.10,150,SELL,-150,10357275,0,0.0377,0.000252
2025-12-29 04:08:22+00,,26092.10,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:23+00,,26094.00,150,BUY,150,10357275,0,0.0278,0.000352
2025-12-29 04:08:24+00,,26090.00,750,SELL,-750,10357275,0,0.1667,0.000467
2025-12-29 04:08:25+00,,26090.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:26+00,,26090.10,750,SELL,-750,10357275,0,0.1429,0.000743
2025-12-29 04:08:27+00,,26090.10,525,SELL,-525,10357275,0,0.0729,0.000014
2025-12-29 04:08:29+00,,26090.00,2775,SELL,-2775,10357275,0,0.3524,0.000775
2025-12-29 04:08:30+00,,26090.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:31+00,,26089.60,2250,SELL,-2250,10357275,0,0.4348,0.000077
2025-12-29 04:08:32+00,,26096.00,4125,BUY,4125,10357275,0,0.7237,0.001035
2025-12-29 04:08:33+00,,26096.00,825,BUY,825,10357275,0,0.3438,0.002667
2025-12-29 04:08:34+00,,26093.50,4800,BUY,4800,10357275,0,0.4885,0.000346
2025-12-29 04:08:35+00,,26093.50,75,SELL,-75,10357275,0,0.0227,0.000000
2025-12-29 04:08:36+00,,26093.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:37+00,,26096.40,825,BUY,825,10357275,0,0.1594,0.000560
2025-12-29 04:08:38+00,,26090.20,75,SELL,-75,10357275,0,0.0172,0.001425
2025-12-29 04:08:39+00,,26090.20,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:41+00,,26090.20,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:43+00,,26094.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:44+00,,26094.50,75,BUY,75,10357275,0,0.0270,0.001550
2025-12-29 04:08:46+00,,26094.50,75,BUY,75,10357275,0,0.0182,0.000000
2025-12-29 04:08:47+00,,26094.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:08:48+00,,26090.00,150,SELL,-150,10357275,0,0.0290,0.001237
2025-12-29 04:08:49+00,,26089.00,1275,BUY,1275,10357275,0,0.2237,0.000965
2025-12-29 04:08:50+00,,26088.40,1350,SELL,-1350,10357275,0,0.1895,0.000225
2025-12-29 04:08:51+00,,26088.30,225,SELL,-225,10357275,0,0.0435,0.000019
2025-12-29 04:08:52+00,,26088.20,675,BUY,675,10357275,0,0.1047,0.000016
2025-12-29 04:08:53+00,,26087.50,900,SELL,-900,10357275,0,0.1348,0.000225
2025-12-29 04:08:54+00,,26087.50,150,SELL,-150,10357275,0,0.0339,0.000158
2025-12-29 04:08:55+00,,26089.00,1125,BUY,1125,10357275,0,0.2083,0.000000
2025-12-29 04:08:56+00,,26087.10,750,SELL,-750,10357275,0,0.0806,0.000043
2025-12-29 04:08:57+00,,26087.00,1875,SELL,-1875,10357275,0,0.1953,0.000031
2025-12-29 04:08:58+00,,26087.70,2700,SELL,-2700,10357275,0,0.2449,0.000018
2025-12-29 04:08:59+00,,26087.30,2025,SELL,-2025,10357275,0,0.3333,0.000066
2025-12-29 04:09:00+00,,26087.30,3975,SELL,-3975,10357275,0,0.4953,0.000025
2025-12-29 04:09:02+00,,26089.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:04+00,,26088.80,150,BUY,150,10357275,0,0.0444,0.000444
2025-12-29 04:09:05+00,,26087.90,75,SELL,-75,10357275,0,0.0085,0.000102
2025-12-29 04:09:06+00,,26088.80,150,SELL,-150,10357275,0,0.0152,0.000020
2025-12-29 04:09:07+00,,26087.60,450,SELL,-450,10357275,0,0.0706,0.000173
2025-12-29 04:09:08+00,,26089.00,750,BUY,750,10357275,0,0.1124,0.000195
2025-12-29 04:09:09+00,,26089.00,4650,SELL,-4650,10357275,0,0.6458,0.000028
2025-12-29 04:09:10+00,,26089.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:12+00,,26094.00,4350,BUY,4350,10357275,0,0.4234,0.000623
2025-12-29 04:09:14+00,,26094.00,150,BUY,150,10357275,0,0.0526,0.001754
2025-12-29 04:09:15+00,,26094.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:17+00,,26094.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:18+00,,26092.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:19+00,,26092.00,75,SELL,-75,10357275,0,0.0109,0.000290
2025-12-29 04:09:20+00,,26094.10,300,BUY,300,10357275,0,0.0272,0.000372
2025-12-29 04:09:21+00,,26094.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:22+00,,26090.60,225,SELL,-225,10357275,0,0.0291,0.000000
2025-12-29 04:09:23+00,,26091.10,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:24+00,,26091.10,300,SELL,-300,10357275,0,0.0345,0.000057
2025-12-29 04:09:25+00,,26091.20,525,SELL,-525,10357275,0,0.1667,0.000032
2025-12-29 04:09:26+00,,26091.20,225,SELL,-225,10357275,0,0.0698,0.000000
2025-12-29 04:09:28+00,,26091.80,450,SELL,-450,10357275,0,0.0545,0.000073
2025-12-29 04:09:30+00,,26093.10,225,SELL,-225,10357275,0,0.0300,0.000173
2025-12-29 04:09:32+00,,26094.80,675,BUY,675,10357275,0,0.1169,0.000519
2025-12-29 04:09:33+00,,26092.30,1200,SELL,-1200,10357275,0,0.2319,0.000213
2025-12-29 04:09:34+00,,26092.30,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:35+00,,26090.50,450,SELL,-450,10357275,0,0.1935,0.000774
2025-12-29 04:09:37+00,,26094.80,75,BUY,75,10357275,0,0.0118,0.000675
2025-12-29 04:09:38+00,,26094.90,750,BUY,750,10357275,0,0.1299,0.000450
2025-12-29 04:09:40+00,,26094.90,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:41+00,,26095.40,225,BUY,225,10357275,0,0.0278,0.000074
2025-12-29 04:09:42+00,,26095.40,225,BUY,225,10357275,0,0.0435,0.000077
2025-12-29 04:09:43+00,,26093.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:45+00,,26093.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:47+00,,26095.40,1425,BUY,1425,10357275,0,0.3065,0.000108
2025-12-29 04:09:48+00,,26095.10,150,BUY,150,10357275,0,0.0526,0.000105
2025-12-29 04:09:50+00,,26095.30,750,BUY,750,10357275,0,0.2381,0.000571
2025-12-29 04:09:51+00,,26090.50,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:52+00,,26096.40,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:53+00,,26090.50,4200,BUY,4200,10357275,0,0.3944,0.000000
2025-12-29 04:09:54+00,,26090.00,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:55+00,,26090.00,225,SELL,-225,10357275,0,0.0400,0.000000
2025-12-29 04:09:56+00,,26089.60,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:09:57+00,,26089.60,75,SELL,-75,10357275,0,0.0152,0.000000
2025-12-29 04:09:58+00,,26090.60,75,SELL,-75,10357275,0,0.0156,0.000208
2025-12-29 04:09:59+00,,26095.40,0,NEUTRAL,0,10357275,0,1.0000,0.000000
2025-12-29 04:10:00+00,,26091.90,525,SELL,-525,10357275,0,0.2000,0.000533
2025-12-29 04:10:02+00,,26095.00,225,SELL,-225,10357275,0,0.1034,0.000920
2025-12-29 04:10:03+00,,26096.90,300,BUY,300,10357275,0,0.0889,0.000563
2025-12-29 04:10:06+00,,26091.40,825,SELL,-825,10357275,0,0.1964,0.000952
2025-12-29 04:10:07+00,,26091.40,225,SELL,-225,10357275,0,0.1034,0.002529
2025-12-29 04:10:08+00,,26095.00,5475,BUY,5475,10357275,0,0.6577,0.000168
2025-12-29 04:10:09+00,,26097.40,375,BUY,375,10357275,0,0.1163,0.001860
2025-12-29 04:10:10+00,,26096.90,150,BUY,150,10357275,0,0.0455,0.000152
2025-12-29 04:10:11+00,,26096.90,300,SELL,-300,10357275,0,0.0930,0.000589
2025-12-29 04:10:12+00,,26096.90,150,SELL,-150,10357275,0,0.0488,0.000000
2025-12-29 04:10:13+00,,26096.90,825,BUY,825,10360125,2850,0.2683,0.000000
2025-12-29 04:10:14+00,,26095.90,825,BUY,825,10360125,2850,0.2683,0.000325
2025-12-29 04:10:16+00,,26096.90,600,BUY,600,10360125,2850,0.1667,0.000000
2025-12-29 04:10:17+00,,26096.90,750,SELL,-750,10360125,0,0.2083,0.000278
2025-12-29 04:10:18+00,,26096.90,750,BUY,750,10360125,0,0.0971,0.000000
2025-12-29 04:10:19+00,,26096.90,1500,BUY,1500,10360125,0,0.1770,0.000000
2025-12-29 04:10:20+00,,26096.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:21+00,,26097.30,75,BUY,75,10360125,0,0.0370,0.000198
2025-12-29 04:10:23+00,,26097.30,75,BUY,75,10360125,0,0.0500,0.000000
2025-12-29 04:10:25+00,,26097.30,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:26+00,,26097.30,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:27+00,,26095.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:28+00,,26095.90,225,SELL,-225,10360125,0,0.1667,0.000741
2025-12-29 04:10:30+00,,26095.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:31+00,,26097.00,525,BUY,525,10360125,0,0.1892,0.000613
2025-12-29 04:10:34+00,,26095.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:10:35+00,,26094.00,900,SELL,-900,10360125,0,0.2264,0.000478
2025-12-29 04:10:37+00,,26091.40,150,SELL,-150,10360125,0,0.0370,0.000642
2025-12-29 04:10:38+00,,26091.40,975,SELL,-975,10360125,0,0.2000,0.000923
2025-12-29 04:10:39+00,,26095.90,75,SELL,-75,10360125,0,0.0189,0.001132
2025-12-29 04:10:40+00,,26096.90,825,SELL,-825,10360125,0,0.1358,0.000165
2025-12-29 04:10:41+00,,26096.90,750,BUY,750,10360125,0,0.1587,0.000212
2025-12-29 04:10:42+00,,26096.10,750,BUY,750,10360125,0,0.1587,0.000995
2025-12-29 04:10:43+00,,26096.10,75,BUY,75,10360125,0,0.0074,0.000000
2025-12-29 04:10:45+00,,26096.20,600,BUY,600,10360125,0,0.0544,0.000063
2025-12-29 04:10:46+00,,26096.30,600,BUY,600,10360125,0,0.0571,0.000010
2025-12-29 04:10:48+00,,26091.50,75,SELL,-75,10360125,0,0.0182,0.001164
2025-12-29 04:10:49+00,,26092.90,75,SELL,-75,10360125,0,0.0204,0.000925
2025-12-29 04:10:50+00,,26092.90,150,SELL,-150,10360125,0,0.0294,0.000275
2025-12-29 04:10:51+00,,26095.00,225,BUY,225,10360125,0,0.0303,0.000283
2025-12-29 04:10:53+00,,26093.00,375,SELL,-375,10360125,0,0.0495,0.000198
2025-12-29 04:10:55+00,,26092.90,450,SELL,-450,10360125,0,0.0723,0.000016
2025-12-29 04:10:56+00,,26091.00,300,SELL,-300,10360125,0,0.0367,0.000232
2025-12-29 04:10:58+00,,26091.00,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:00+00,,26094.80,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:01+00,,26093.80,450,SELL,-450,10360125,0,0.0968,0.000602
2025-12-29 04:11:05+00,,26094.90,75,BUY,75,10360125,0,0.0164,0.000240
2025-12-29 04:11:06+00,,26094.90,300,BUY,300,10360125,0,0.0635,0.000233
2025-12-29 04:11:07+00,,26093.80,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:08+00,,26094.90,450,BUY,450,10360125,0,0.1071,0.000262
2025-12-29 04:11:11+00,,26094.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:12+00,,26091.80,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:13+00,,26091.80,525,SELL,-525,10360125,0,0.0946,0.000559
2025-12-29 04:11:14+00,,26094.80,75,BUY,75,10360125,0,0.0147,0.000588
2025-12-29 04:11:15+00,,26094.80,450,BUY,450,10360125,0,0.0800,0.000000
2025-12-29 04:11:16+00,,26091.00,900,SELL,-900,10360125,0,0.1667,0.000148
2025-12-29 04:11:18+00,,26091.00,450,SELL,-450,10360125,0,0.1071,0.000000
2025-12-29 04:11:20+00,,26091.00,975,SELL,-975,10360125,0,0.1711,0.000684
2025-12-29 04:11:23+00,,26091.00,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:24+00,,26094.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:25+00,,26091.00,75,SELL,-75,10360125,0,0.0189,0.000000
2025-12-29 04:11:26+00,,26091.00,75,SELL,-75,10360125,0,0.0185,0.000000
2025-12-29 04:11:28+00,,26092.00,150,SELL,-150,10360125,0,0.0364,0.000242
2025-12-29 04:11:29+00,,26089.90,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:30+00,,26089.80,2625,SELL,-2625,10360125,0,0.5385,0.000451
2025-12-29 04:11:31+00,,26088.00,2475,SELL,-2475,10360125,0,0.5238,0.000402
2025-12-29 04:11:33+00,,26088.50,0,NEUTRAL,0,10360125,0,1.0000,0.000000
2025-12-29 04:11:35+00,,26092.00,1500,BUY,1500,10360125,0,0.4255,0.000993
2025-12-29 04:11:36+00,,26088.00,75,SELL,-75,10360125,0,0.0112,0.000599
2025-12-29 04:11:38+00,,26094.40,1800,BUY,1800,10360125,0,0.2143,0.000548
2025-12-29 04:29:20+00,,26042.20,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:21+00,,26042.10,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:22+00,,26042.00,150,SELL,-150,10446750,0,0.0571,0.000038
2025-12-29 04:29:24+00,,26042.00,150,SELL,-150,10446750,0,0.0588,0.000039
2025-12-29 04:29:25+00,,26042.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:26+00,,26042.00,600,SELL,-600,10446750,0,0.1860,0.000062
2025-12-29 04:29:27+00,,26042.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:28+00,,26042.10,75,SELL,-75,10446750,0,0.0278,0.000037
2025-12-29 04:29:29+00,,26042.00,450,SELL,-450,10446750,0,0.1395,0.000000
2025-12-29 04:29:30+00,,26042.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:31+00,,26042.00,450,SELL,-450,10446750,0,0.1579,0.000000
2025-12-29 04:29:32+00,,26044.80,150,BUY,150,10446750,0,0.0952,0.001778
2025-12-29 04:29:33+00,,26042.00,225,SELL,-225,10446750,0,0.1154,0.000000
2025-12-29 04:29:34+00,,26041.40,750,SELL,-750,10446750,0,0.2083,0.000167
2025-12-29 04:29:35+00,,26042.20,825,SELL,-825,10446750,0,0.2245,0.000707
2025-12-29 04:29:36+00,,26043.30,225,BUY,225,10446750,0,0.0625,0.000528
2025-12-29 04:29:37+00,,26043.30,225,BUY,225,10446750,0,0.0638,0.000596
2025-12-29 04:29:38+00,,26041.00,525,SELL,-525,10446750,0,0.1296,0.000296
2025-12-29 04:29:39+00,,26042.00,75,SELL,-75,10446750,0,0.0227,0.000394
2025-12-29 04:29:40+00,,26042.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:41+00,,26043.40,825,BUY,825,10446750,0,0.2075,0.000352
2025-12-29 04:29:42+00,,26043.90,2025,BUY,2025,10446750,0,0.5192,0.000718
2025-12-29 04:29:43+00,,26044.00,150,BUY,150,10446750,0,0.0741,0.000000
2025-12-29 04:29:44+00,,26042.50,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:45+00,,26042.20,600,SELL,-600,10446750,0,0.2857,0.000810
2025-12-29 04:29:46+00,,26042.20,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:47+00,,26042.20,300,SELL,-300,10446750,0,0.1818,0.000000
2025-12-29 04:29:48+00,,26041.10,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:49+00,,26043.90,825,BUY,825,10446750,0,0.2750,0.000933
2025-12-29 04:29:50+00,,26041.30,600,SELL,-600,10446750,0,0.2500,0.001083
2025-12-29 04:29:51+00,,26041.30,1725,SELL,-1725,10446750,0,0.4894,0.000340
2025-12-29 04:29:52+00,,26041.30,600,SELL,-600,10446750,0,0.2857,0.001238
2025-12-29 04:29:53+00,,26042.50,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:54+00,,26042.50,375,SELL,-375,10446750,0,0.2083,0.000667
2025-12-29 04:29:55+00,,26042.30,450,SELL,-450,10446750,0,0.2400,0.000533
2025-12-29 04:29:56+00,,26042.10,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:57+00,,26045.30,1950,BUY,1950,10446750,0,0.3377,0.000485
2025-12-29 04:29:58+00,,26039.80,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:29:59+00,,26040.60,7800,SELL,-7800,10446750,0,0.7647,0.000147
2025-12-29 04:30:00+00,,26040.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:30:01+00,,26037.30,3375,SELL,-3375,10446750,0,0.4054,0.000000
2025-12-29 04:30:02+00,,26040.30,1875,BUY,1875,10446750,0,0.2193,0.000386
2025-12-29 04:30:03+00,,26042.90,1575,BUY,1575,10446750,0,0.1479,0.000526
2025-12-29 04:30:04+00,,26043.80,3375,BUY,3375,10446750,0,0.4091,0.000000
2025-12-29 04:30:05+00,,26037.20,5250,SELL,-5250,10446750,0,0.5036,0.000297
2025-12-29 04:30:06+00,,26036.70,375,SELL,-375,10446750,0,0.0847,0.000113
2025-12-29 04:30:07+00,,26040.00,75,BUY,75,10446750,0,0.0208,0.000917
2025-12-29 04:30:08+00,,26039.00,75,BUY,75,10446750,0,0.0208,0.000639
2025-12-29 04:30:09+00,,26040.30,3150,SELL,-3150,10446750,0,0.4773,0.000045
2025-12-29 04:30:10+00,,26040.30,5700,BUY,5700,10446750,0,0.4780,0.000109
2025-12-29 04:30:11+00,,26040.50,1500,BUY,1500,10446750,0,0.1575,0.000021
2025-12-29 04:30:12+00,,26036.90,300,SELL,-300,10446750,0,0.0305,0.000366
2025-12-29 04:30:13+00,,26036.90,825,SELL,-825,10446750,0,0.0948,0.000414
2025-12-29 04:30:14+00,,26036.90,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:30:15+00,,26036.90,3750,SELL,-3750,10446750,0,0.3546,0.000322
2025-12-29 04:30:16+00,,26039.40,0,NEUTRAL,0,10446750,0,1.0000,0.000000
2025-12-29 04:30:17+00,,26037.00,150,SELL,-150,10446750,0,0.0140,0.000224
2025-12-29 04:30:18+00,,26035.60,525,SELL,-525,10446750,0,0.0473,0.000117
2025-12-29 04:30:19+00,,26037.00,600,SELL,-600,10446750,0,0.0410,0.000000
2025-12-29 04:30:20+00,,26036.20,300,SELL,-300,10446750,0,0.0223,0.000000
2025-12-29 04:30:21+00,,26036.90,975,BUY,975,10446750,0,0.0699,0.000093
2025-12-29 04:30:22+00,,26036.40,450,SELL,-450,10446750,0,0.0508,0.000056
2025-12-29 04:30:23+00,,26036.20,825,SELL,-825,10446750,0,0.1122,0.000000
2025-12-29 04:30:24+00,,26036.20,1350,SELL,-1350,10446750,0,0.1224,0.000000
2025-12-29 04:30:25+00,,26038.80,300,BUY,300,10446750,0,0.0196,0.000170
2025-12-29 04:30:26+00,,26037.00,0,NEUTRAL,0,10446750,0,1.0000,0.000000
