time,trading_symbol,last_price,volume_delta,aggressor_side,cvd_change,oi,oi_delta,depth_toxicity_tick,kyle_lambda_tick
2025-12-29 04:52:19+00,,26036.00,0,NEUTRAL,0,10555050,0,1.0000,0.000000
2025-12-29 04:52:20+00,,26036.00,150,BUY,150,10555050,0,0.0488,0.000163
2025-12-29 04:52:21+00,,26035.00,150,SELL,-150,10555050,0,0.0215,0.000000
2025-12-29 04:52:22+00,,26035.00,300,SELL,-300,10555050,0,0.0513,0.000171
2025-12-29 04:52:23+00,,26035.00,0,NEUTRAL,0,10555050,0,1.0000,0.000000
2025-12-29 04:52:24+00,,26035.30,375,SELL,-375,10555050,0,0.0704,0.000056
2025-12-29 04:52:25+00,,26036.00,300,BUY,300,10565550,0,0.0667,0.000156
2025-12-29 04:52:26+00,,26036.00,300,BUY,300,10565550,10500,0.0702,0.000164
2025-12-29 04:52:27+00,,26035.90,825,BUY,825,10565550,10500,0.1719,0.000021
2025-12-29 04:52:28+00,,26035.10,600,SELL,-600,10565550,0,0.1905,0.000286
2025-12-29 04:52:29+00,,26035.50,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:30+00,,26036.40,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:31+00,,26035.90,750,SELL,-750,10565550,0,0.1351,0.000072
2025-12-29 04:52:32+00,,26036.30,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:33+00,,26036.30,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:34+00,,26036.30,150,BUY,150,10565550,0,0.0222,0.000000
2025-12-29 04:52:35+00,,26035.60,375,SELL,-375,10565550,0,0.0427,0.000080
2025-12-29 04:52:36+00,,26035.70,675,SELL,-675,10565550,0,0.1011,0.000090
2025-12-29 04:52:37+00,,26035.70,675,SELL,-675,10565550,0,0.0732,0.000065
2025-12-29 04:52:38+00,,26036.50,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:39+00,,26036.80,1200,SELL,-1200,10565550,0,0.1975,0.000000
2025-12-29 04:52:40+00,,26039.00,150,SELL,-150,10565550,0,0.0211,0.000309
2025-12-29 04:52:41+00,,26039.00,150,SELL,-150,10565550,0,0.0155,0.000227
2025-12-29 04:52:42+00,,26039.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:43+00,,26036.90,1350,SELL,-1350,10565550,0,0.1374,0.000142
2025-12-29 04:52:44+00,,26039.80,900,BUY,900,10565550,0,0.1277,0.000000
2025-12-29 04:52:45+00,,26036.90,1800,SELL,-1800,10565550,0,0.2143,0.000000
2025-12-29 04:52:46+00,,26036.90,1050,SELL,-1050,10565550,0,0.1129,0.000000
2025-12-29 04:52:47+00,,26036.90,75,SELL,-75,10565550,0,0.0066,0.000000
2025-12-29 04:52:48+00,,26039.00,300,BUY,300,10565550,0,0.0179,0.000048
2025-12-29 04:52:49+00,,26038.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:50+00,,26040.00,1650,BUY,1650,10565550,0,0.1257,0.000236
2025-12-29 04:52:51+00,,26040.00,1650,BUY,1650,10565550,0,0.1048,0.000127
2025-12-29 04:52:52+00,,26038.30,1500,SELL,-1500,10565550,0,0.2532,0.000051
2025-12-29 04:52:53+00,,26040.00,375,SELL,-375,10565550,0,0.0806,0.000000
2025-12-29 04:52:54+00,,26040.00,150,BUY,150,10565550,0,0.0303,0.000343
2025-12-29 04:52:55+00,,26040.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:52:56+00,,26040.00,975,BUY,975,10565550,0,0.0897,0.000000
2025-12-29 04:52:57+00,,26039.90,150,BUY,150,10565550,0,0.0118,0.000008
2025-12-29 04:52:58+00,,26039.90,150,BUY,150,10565550,0,0.0253,0.000017
2025-12-29 04:52:59+00,,26037.80,150,SELL,-150,10565550,0,0.0476,0.000000
2025-12-29 04:53:00+00,,26037.20,150,SELL,-150,10565550,0,0.0476,0.000857
2025-12-29 04:53:01+00,,26038.30,300,SELL,-300,10565550,0,0.1026,0.000171
2025-12-29 04:53:02+00,,26039.40,375,BUY,375,10565550,0,0.1000,0.000587
2025-12-29 04:53:03+00,,26038.30,1875,SELL,-1875,10565550,0,0.4464,0.000262
2025-12-29 04:53:04+00,,26038.30,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:05+00,,26040.30,1950,BUY,1950,10565550,0,0.5532,0.000397
2025-12-29 04:53:06+00,,26040.30,75,BUY,75,10565550,0,0.0400,0.001067
2025-12-29 04:53:07+00,,26040.30,75,SELL,-75,10565550,0,0.0189,0.000503
2025-12-29 04:53:08+00,,26040.40,1200,BUY,1200,10565550,0,0.2540,0.000021
2025-12-29 04:53:09+00,,26037.10,1200,SELL,-1200,10565550,0,0.2540,0.000677
2025-12-29 04:53:10+00,,26037.00,1125,SELL,-1125,10565550,0,0.1786,0.000540
2025-12-29 04:53:11+00,,26039.90,2325,BUY,2325,10565550,0,0.2385,0.000287
2025-12-29 04:53:12+00,,26039.90,1200,SELL,-1200,10565550,0,0.1538,0.000372
2025-12-29 04:53:13+00,,26039.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:14+00,,26039.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:15+00,,26040.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:16+00,,26040.00,75,BUY,75,10565550,0,0.0143,0.000019
2025-12-29 04:53:17+00,,26040.00,75,BUY,75,10565550,0,0.0128,0.000000
2025-12-29 04:53:18+00,,26040.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:19+00,,26039.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:20+00,,26037.70,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:21+00,,26040.30,300,BUY,300,10565550,0,0.0755,0.000327
2025-12-29 04:53:22+00,,26040.70,300,BUY,300,10565550,0,0.0714,0.000714
2025-12-29 04:53:23+00,,26040.70,150,BUY,150,10565550,0,0.0952,0.000254
2025-12-29 04:53:24+00,,26042.30,300,BUY,300,10565550,0,0.1481,0.000790
2025-12-29 04:53:25+00,,26042.30,150,BUY,150,10565550,0,0.1333,0.001600
2025-12-29 04:53:26+00,,26042.30,150,BUY,150,10565550,0,0.0714,0.000000
2025-12-29 04:53:27+00,,26042.30,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:28+00,,26037.00,300,SELL,-300,10565550,0,0.0435,0.000768
2025-12-29 04:53:29+00,,26037.70,300,BUY,300,10565550,0,0.0727,0.001115
2025-12-29 04:53:30+00,,26041.10,750,BUY,750,10565550,0,0.2326,0.001054
2025-12-29 04:53:31+00,,26041.10,900,BUY,900,10565550,0,0.2667,0.001007
2025-12-29 04:53:32+00,,26041.10,750,BUY,750,10565550,0,0.3125,0.001417
2025-12-29 04:53:33+00,,26041.10,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:34+00,,26041.10,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:35+00,,26041.10,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:36+00,,26041.10,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:37+00,,26038.00,450,BUY,450,10565550,0,0.2069,0.001425
2025-12-29 04:53:38+00,,26038.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:39+00,,26040.90,900,BUY,900,10565550,0,0.2609,0.000058
2025-12-29 04:53:40+00,,26040.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:41+00,,26040.90,450,BUY,450,10565550,0,0.2000,0.001733
2025-12-29 04:53:42+00,,26040.90,75,BUY,75,10565550,0,0.0286,0.000000
2025-12-29 04:53:43+00,,26040.90,75,BUY,75,10565550,0,0.0323,0.000000
2025-12-29 04:53:44+00,,26038.00,75,SELL,-75,10565550,0,0.0303,0.001172
2025-12-29 04:53:45+00,,26040.40,300,SELL,-300,10565550,0,0.1600,0.001280
2025-12-29 04:53:46+00,,26040.40,600,BUY,600,10565550,0,0.2500,0.000208
2025-12-29 04:53:47+00,,26038.20,600,SELL,-600,10565550,0,0.2581,0.000086
2025-12-29 04:53:48+00,,26039.50,225,BUY,225,10565550,0,0.1579,0.000070
2025-12-29 04:53:49+00,,26039.50,600,BUY,600,10565550,0,0.3200,0.000480
2025-12-29 04:53:50+00,,26039.80,450,BUY,450,10565550,0,0.3000,0.001067
2025-12-29 04:53:51+00,,26039.80,150,BUY,150,10565550,0,0.1250,0.000250
2025-12-29 04:53:52+00,,26039.80,150,BUY,150,10565550,0,0.1176,0.000235
2025-12-29 04:53:53+00,,26039.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:54+00,,26039.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:55+00,,26039.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:56+00,,26038.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:53:57+00,,26038.20,75,SELL,-75,10565550,0,0.0476,0.001016
2025-12-29 04:53:58+00,,26039.90,150,BUY,150,10565550,0,0.1111,0.001259
2025-12-29 04:53:59+00,,26039.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:00+00,,26038.20,225,SELL,-225,10565550,0,0.1667,0.000000
2025-12-29 04:54:01+00,,26040.20,375,BUY,375,10565550,0,0.2632,0.000281
2025-12-29 04:54:02+00,,26038.20,300,SELL,-300,10565550,0,0.1905,0.000000
2025-12-29 04:54:03+00,,26040.00,150,BUY,150,10565550,0,0.0714,0.000095
2025-12-29 04:54:04+00,,26040.00,75,BUY,75,10565550,0,0.0435,0.001043
2025-12-29 04:54:05+00,,26040.40,75,BUY,75,10565550,0,0.0286,0.000152
2025-12-29 04:54:06+00,,26038.20,150,BUY,150,10565550,0,0.0444,0.000533
2025-12-29 04:54:07+00,,26038.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:08+00,,26038.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:09+00,,26038.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:11+00,,26038.20,300,SELL,-300,10565550,0,0.0851,0.000000
2025-12-29 04:54:12+00,,26038.50,600,BUY,600,10565550,0,0.1379,0.000069
2025-12-29 04:54:13+00,,26040.60,75,BUY,75,10565550,0,0.0238,0.000762
2025-12-29 04:54:14+00,,26040.00,150,BUY,150,10565550,0,0.0385,0.000385
2025-12-29 04:54:15+00,,26040.00,150,BUY,150,10565550,0,0.0513,0.000205
2025-12-29 04:54:16+00,,26039.10,225,SELL,-225,10565550,0,0.0612,0.000245
2025-12-29 04:54:17+00,,26039.10,300,SELL,-300,10565550,0,0.0909,0.000182
2025-12-29 04:54:18+00,,26040.00,75,BUY,75,10565550,0,0.0250,0.000000
2025-12-29 04:54:19+00,,26040.00,300,BUY,300,10565550,0,0.0952,0.000286
2025-12-29 04:54:20+00,,26040.00,225,BUY,225,10565550,0,0.0732,0.000325
2025-12-29 04:54:21+00,,26039.80,225,BUY,225,10565550,0,0.0732,0.000065
2025-12-29 04:54:22+00,,26039.80,75,BUY,75,10565550,0,0.0323,0.000086
2025-12-29 04:54:23+00,,26038.30,75,SELL,-75,10565550,0,0.0313,0.000625
2025-12-29 04:54:24+00,,26038.30,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:25+00,,26039.70,150,SELL,-150,10565550,0,0.0571,0.000038
2025-12-29 04:54:26+00,,26041.00,375,BUY,375,10565550,0,0.1563,0.000542
2025-12-29 04:54:27+00,,26038.70,75,SELL,-75,10565550,0,0.0227,0.000697
2025-12-29 04:54:28+00,,26038.70,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:29+00,,26041.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:30+00,,26041.00,300,BUY,300,10565550,0,0.1333,0.000000
2025-12-29 04:54:31+00,,26040.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:32+00,,26040.00,300,BUY,300,10565550,0,0.1250,0.000333
2025-12-29 04:54:33+00,,26040.00,225,BUY,225,10565550,0,0.0484,0.000000
2025-12-29 04:54:34+00,,26040.00,225,BUY,225,10565550,0,0.0857,0.000000
2025-12-29 04:54:35+00,,26040.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:36+00,,26040.30,375,BUY,375,10565550,0,0.1786,0.000143
2025-12-29 04:54:37+00,,26040.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:38+00,,26039.00,300,SELL,-300,10565550,0,0.1250,0.000417
2025-12-29 04:54:39+00,,26039.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:40+00,,26042.30,750,BUY,750,10565550,0,0.2564,0.001128
2025-12-29 04:54:41+00,,26040.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:42+00,,26039.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:43+00,,26041.90,225,BUY,225,10565550,0,0.0517,0.000230
2025-12-29 04:54:44+00,,26041.90,300,BUY,300,10565550,0,0.0851,0.000823
2025-12-29 04:54:45+00,,26041.90,75,BUY,75,10565550,0,0.0075,0.000000
2025-12-29 04:54:46+00,,26043.80,150,BUY,150,10565550,0,0.0148,0.000188
2025-12-29 04:54:47+00,,26041.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:48+00,,26042.50,75,BUY,75,10565550,0,0.0127,0.000000
2025-12-29 04:54:49+00,,26042.50,300,SELL,-300,10565550,0,0.0364,0.000073
2025-12-29 04:54:50+00,,26042.80,75,SELL,-75,10565550,0,0.0116,0.000047
2025-12-29 04:54:51+00,,26043.90,150,BUY,150,10565550,0,0.0290,0.000213
2025-12-29 04:54:52+00,,26043.30,225,BUY,225,10565550,0,0.0455,0.000101
2025-12-29 04:54:53+00,,26040.00,600,SELL,-600,10565550,0,0.0519,0.000000
2025-12-29 04:54:54+00,,26040.00,750,SELL,-750,10565550,0,0.0602,0.000313
2025-12-29 04:54:55+00,,26041.90,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:56+00,,26041.90,750,SELL,-750,10565550,0,0.0476,0.000089
2025-12-29 04:54:57+00,,26041.90,150,SELL,-150,10565550,0,0.0104,0.000000
2025-12-29 04:54:58+00,,26043.40,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:54:59+00,,26043.40,150,BUY,150,10565550,0,0.0220,0.000220
2025-12-29 04:55:00+00,,26040.20,225,SELL,-225,10565550,0,0.0207,0.000000
2025-12-29 04:55:01+00,,26041.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:02+00,,26041.00,75,SELL,-75,10565550,0,0.0105,0.000112
2025-12-29 04:55:03+00,,26041.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:04+00,,26041.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:05+00,,26040.20,225,SELL,-225,10565550,0,0.0240,0.000085
2025-12-29 04:55:06+00,,26041.80,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:07+00,,26041.80,525,BUY,525,10565550,0,0.0660,0.000201
2025-12-29 04:55:08+00,,26044.00,75,BUY,75,10565550,0,0.0060,0.000177
2025-12-29 04:55:09+00,,26044.00,300,BUY,300,10565550,0,0.0209,0.000154
2025-12-29 04:55:10+00,,26044.00,225,BUY,225,10565550,0,0.0207,0.000000
2025-12-29 04:55:11+00,,26044.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:12+00,,26044.00,150,BUY,150,10565550,0,0.0101,0.000000
2025-12-29 04:55:13+00,,26044.00,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:14+00,,26043.00,825,BUY,825,10565550,0,0.0714,0.000087
2025-12-29 04:55:15+00,,26043.30,1125,BUY,1125,10565550,0,0.1500,0.000093
2025-12-29 04:55:16+00,,26041.20,150,SELL,-150,10565550,0,0.0488,0.000715
2025-12-29 04:55:17+00,,26041.20,150,SELL,-150,10565550,0,0.0476,0.000667
2025-12-29 04:55:18+00,,26041.20,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:20+00,,26041.40,75,SELL,-75,10565550,0,0.0192,0.000051
2025-12-29 04:55:21+00,,26041.40,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:22+00,,26041.40,0,NEUTRAL,0,10565550,0,1.0000,0.000000
2025-12-29 04:55:23+00,,26042.40,75,BUY,75,10565550,0,0.0182,0.000000
2025-12-29 04:55:24+00,,26042.30,75,BUY,75,10565550,0,0.0222,0.000267
2025-12-29 04:55:25+00,,26041.00,150,SELL,-150,10565550,0,0.0606,0.000000
2025-12-29 04:55:26+00,,26044.00,525,BUY,525,10567800,0,0.1795,0.000000
2025-12-29 04:55:27+00,,26044.00,525,BUY,525,10567800,2250,0.1750,0.001000
2025-12-29 04:55:28+00,,26041.10,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:29+00,,26042.30,75,SELL,-75,10567800,0,0.0244,0.000553
2025-12-29 04:55:30+00,,26042.30,1500,BUY,1500,10567800,2250,0.3448,0.000023
2025-12-29 04:55:31+00,,26041.00,675,SELL,-675,10567800,0,0.2000,0.000385
2025-12-29 04:55:32+00,,26041.00,1050,SELL,-1050,10567800,0,0.4242,0.000040
2025-12-29 04:55:33+00,,26041.00,375,SELL,-375,10567800,0,0.1389,0.000481
2025-12-29 04:55:37+00,,26041.00,225,SELL,-225,10567800,0,0.1000,0.000000
2025-12-29 04:55:38+00,,26041.40,150,BUY,150,10567800,0,0.0800,0.000213
2025-12-29 04:55:40+00,,26041.40,750,BUY,750,10567800,0,0.2439,0.000130
2025-12-29 04:55:41+00,,26041.00,150,BUY,150,10567800,0,0.0625,0.000167
2025-12-29 04:55:42+00,,26041.00,225,BUY,225,10567800,0,0.0857,0.000152
2025-12-29 04:55:43+00,,26041.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:44+00,,26041.50,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:45+00,,26041.50,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:46+00,,26042.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:47+00,,26043.80,150,BUY,150,10567800,0,0.0400,0.000613
2025-12-29 04:55:48+00,,26043.80,600,BUY,600,10567800,0,0.1905,0.000889
2025-12-29 04:55:49+00,,26044.00,150,BUY,150,10567800,0,0.0426,0.000057
2025-12-29 04:55:50+00,,26044.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:51+00,,26040.00,525,SELL,-525,10567800,0,0.1429,0.001034
2025-12-29 04:55:53+00,,26040.00,300,SELL,-300,10567800,0,0.0870,0.000000
2025-12-29 04:55:54+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:55+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:56+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:57+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:58+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:55:59+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:00+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:01+00,,26042.80,300,BUY,300,10567800,0,0.1333,0.001244
2025-12-29 04:56:02+00,,26042.80,300,BUY,300,10567800,0,0.1333,0.001244
2025-12-29 04:56:03+00,,26042.80,300,BUY,300,10567800,0,0.1290,0.001204
2025-12-29 04:56:04+00,,26042.80,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:06+00,,26040.00,75,SELL,-75,10567800,0,0.0345,0.001287
2025-12-29 04:56:07+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:08+00,,26040.00,75,SELL,-75,10567800,0,0.0323,0.001204
2025-12-29 04:56:09+00,,26040.00,75,SELL,-75,10567800,0,0.0345,0.000000
2025-12-29 04:56:11+00,,26040.00,150,SELL,-150,10567800,0,0.0690,0.000000
2025-12-29 04:56:12+00,,26042.90,150,BUY,150,10567800,0,0.0690,0.001333
2025-12-29 04:56:13+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:14+00,,26042.40,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:15+00,,26042.40,450,BUY,450,10567800,0,0.1364,0.000727
2025-12-29 04:56:16+00,,26042.40,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:17+00,,26042.40,150,BUY,150,10567800,0,0.0556,0.000889
2025-12-29 04:56:19+00,,26043.90,40200,BUY,40200,10567800,0,0.9147,0.000034
2025-12-29 04:56:20+00,,26042.60,40200,SELL,-40200,10567800,0,0.9147,0.000005
2025-12-29 04:56:21+00,,26040.50,40500,SELL,-40500,10567800,0,0.9310,0.000044
2025-12-29 04:56:22+00,,26040.50,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:24+00,,26042.10,150,BUY,150,10567800,0,0.0526,0.000632
2025-12-29 04:56:25+00,,26042.40,375,BUY,375,10567800,0,0.1136,0.000576
2025-12-29 04:56:26+00,,26040.30,975,SELL,-975,10567800,0,0.2826,0.000522
2025-12-29 04:56:27+00,,26040.00,75,SELL,-75,10567800,0,0.0323,0.000000
2025-12-29 04:56:28+00,,26040.00,75,SELL,-75,10567800,0,0.0323,0.000129
2025-12-29 04:56:29+00,,26040.00,75,SELL,-75,10567800,0,0.0313,0.000000
2025-12-29 04:56:30+00,,26040.00,75,SELL,-75,10567800,0,0.0313,0.000000
2025-12-29 04:56:31+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:32+00,,26040.00,75,SELL,-75,10567800,0,0.0370,0.000000
2025-12-29 04:56:33+00,,26040.00,300,SELL,-300,10567800,0,0.1333,0.000000
2025-12-29 04:56:34+00,,26040.00,375,SELL,-375,10567800,0,0.1282,0.000000
2025-12-29 04:56:35+00,,26040.00,75,SELL,-75,10567800,0,0.0263,0.000000
2025-12-29 04:56:36+00,,26040.00,75,SELL,-75,10567800,0,0.0263,0.000000
2025-12-29 04:56:37+00,,26040.00,150,SELL,-150,10567800,0,0.0588,0.000000
2025-12-29 04:56:38+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:39+00,,26040.00,75,SELL,-75,10567800,0,0.0303,0.000000
2025-12-29 04:56:40+00,,26041.30,375,SELL,-375,10567800,0,0.1282,0.000444
2025-12-29 04:56:41+00,,26041.40,300,BUY,300,10567800,0,0.1176,0.000549
2025-12-29 04:56:42+00,,26041.60,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:43+00,,26041.60,225,BUY,225,10567800,0,0.0857,0.000076
2025-12-29 04:56:44+00,,26041.60,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:45+00,,26040.00,300,SELL,-300,10567800,0,0.1481,0.000000
2025-12-29 04:56:47+00,,26041.70,300,BUY,300,10567800,0,0.1333,0.000756
2025-12-29 04:56:48+00,,26040.00,150,SELL,-150,10567800,0,0.0769,0.000872
2025-12-29 04:56:49+00,,26041.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:50+00,,26041.00,600,BUY,600,10567800,0,0.2286,0.000381
2025-12-29 04:56:51+00,,26041.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:52+00,,26041.40,300,SELL,-300,10567800,0,0.1143,0.000152
2025-12-29 04:56:53+00,,26041.40,225,SELL,-225,10567800,0,0.0938,0.000458
2025-12-29 04:56:54+00,,26041.90,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:55+00,,26041.90,975,SELL,-975,10567800,0,0.3333,0.000308
2025-12-29 04:56:56+00,,26037.60,450,SELL,-450,10567800,0,0.2069,0.001977
2025-12-29 04:56:57+00,,26037.60,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:56:58+00,,26041.50,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:00+00,,26041.40,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:01+00,,26041.40,375,BUY,375,10567800,0,0.0962,0.000000
2025-12-29 04:57:02+00,,26041.40,450,BUY,450,10567800,0,0.1000,0.000000
2025-12-29 04:57:03+00,,26041.40,375,SELL,-375,10567800,0,0.1250,0.000000
2025-12-29 04:57:05+00,,26042.00,75,SELL,-75,10567800,0,0.0323,0.000430
2025-12-29 04:57:06+00,,26041.80,150,SELL,-150,10567800,0,0.0455,0.000121
2025-12-29 04:57:07+00,,26043.00,225,BUY,225,10567800,0,0.0909,0.000404
2025-12-29 04:57:08+00,,26041.40,675,SELL,-675,10567800,0,0.2143,0.000508
2025-12-29 04:57:09+00,,26042.30,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:10+00,,26042.30,1125,BUY,1125,10567800,0,0.3846,0.000308
2025-12-29 04:57:11+00,,26040.00,1125,SELL,-1125,10567800,0,0.5556,0.001136
2025-12-29 04:57:12+00,,26040.00,75,SELL,-75,10567800,0,0.0500,0.001533
2025-12-29 04:57:13+00,,26040.00,75,SELL,-75,10567800,0,0.0303,0.000000
2025-12-29 04:57:14+00,,26040.00,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:15+00,,26040.00,225,BUY,225,10567800,0,0.0500,0.000000
2025-12-29 04:57:16+00,,26042.10,1050,BUY,1050,10567800,0,0.3684,0.000737
2025-12-29 04:57:17+00,,26042.40,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:18+00,,26042.40,1500,BUY,1500,10567800,0,0.2817,0.000451
2025-12-29 04:57:19+00,,26041.50,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:20+00,,26039.90,1425,BUY,1425,10567800,0,0.3519,0.000617
2025-12-29 04:57:21+00,,26040.50,375,BUY,375,10567800,0,0.1042,0.000028
2025-12-29 04:57:22+00,,26040.50,1125,BUY,1125,10567800,0,0.2586,0.000138
2025-12-29 04:57:23+00,,26040.00,2775,SELL,-2775,10567800,0,0.4744,0.000256
2025-12-29 04:57:24+00,,26037.90,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:25+00,,26040.50,975,SELL,-975,10567800,0,0.1605,0.000082
2025-12-29 04:57:26+00,,26041.00,2025,BUY,2025,10567800,0,0.2455,0.000376
2025-12-29 04:57:27+00,,26042.60,1125,BUY,1125,10567800,0,0.1899,0.000354
2025-12-29 04:57:28+00,,26037.90,0,NEUTRAL,0,10567800,0,1.0000,0.000000
2025-12-29 04:57:29+00,,26037.90,900,SELL,-900,10567800,0,0.2449,0.001279
2025-12-29 04:57:30+00,,26037.90,0,NEUTRAL,0,10567800,0,1.0000,0.000000
