timestamp,best_bid,best_ask,spread,total_bid_qty,total_ask_qty,total_bid_orders,total_ask_orders,imbalance_ratio,avg_bid_order_size,avg_ask_order_size,bid_vwap,ask_vwap,bid_50pct_level,ask_50pct_level
2025-12-29 13:40:04.132183,25940.0,25941.1,1.0999999999985448,104775,117150,447,548,0.8943661971830986,234.39597315436242,213.77737226277372,25911.302648532568,25976.327592829704,127,105
2025-12-29 13:40:04.341597,25940.0,25941.1,1.0999999999985448,110475,117150,454,548,0.9430217669654289,243.33700440528634,213.77737226277372,25908.63822131704,25976.348527528808,126,105
2025-12-29 13:40:04.541666,25940.0,25941.1,1.0999999999985448,104850,116325,448,546,0.9013539651837524,234.04017857142858,213.04945054945054,25911.392560801145,25976.550032237265,128,105
2025-12-29 13:40:04.740238,25940.0,25941.1,1.0999999999985448,108825,115050,455,546,0.9458930899608866,239.17582417582418,210.71428571428572,25909.577532736042,25977.36558018253,126,104
2025-12-29 13:40:05.140101,25940.0,25941.1,1.0999999999985448,102525,115950,440,541,0.8842173350582148,233.01136363636363,214.32532347504622,25912.728529626922,25977.337322121602,129,105
2025-12-29 13:40:05.330068,25940.0,25941.1,1.0999999999985448,103125,115575,448,537,0.8922777417261518,230.18973214285714,215.22346368715083,25912.452654545454,25977.00467229072,130,107
2025-12-29 13:40:05.547058,25940.0,25941.0,1.0,110475,115875,454,537,0.9533980582524272,243.33700440528634,215.78212290502793,25908.73163611677,25976.746666666666,125,108
2025-12-29 13:40:05.739276,25940.0,25941.0,1.0,110025,116325,453,542,0.9458413926499033,242.88079470198676,214.62177121771217,25908.27280163599,25976.774661508705,125,106
2025-12-29 13:40:05.940738,25940.0,25941.0,1.0,110025,116325,449,542,0.9458413926499033,245.0445434298441,214.62177121771217,25908.687457396045,25976.774468085106,127,106
2025-12-29 13:40:06.341540,25941.0,25941.1,0.09999999999854481,108900,116400,457,546,0.9355670103092784,238.29321663019692,213.1868131868132,25909.68567493113,25977.151417525773,126,105
2025-12-29 13:40:06.540626,25941.0,25941.1,0.09999999999854481,105000,116400,451,546,0.9020618556701031,232.8159645232816,213.1868131868132,25911.533214285715,25977.151481958765,128,105
2025-12-29 13:40:06.730585,25941.0,25941.1,0.09999999999854481,106125,116550,453,547,0.9105534105534105,234.27152317880794,213.07129798903108,25911.84883392226,25977.12940797941,128,105
2025-12-29 13:40:06.941178,25941.0,25941.1,0.09999999999854481,106050,116100,452,541,0.91343669250646,234.62389380530973,214.6025878003697,25911.835148514852,25977.262790697674,128,105
2025-12-29 13:40:07.131078,25941.0,25941.1,0.09999999999854481,106050,115575,452,535,0.917585983127839,234.62389380530973,216.02803738317758,25911.781400282885,25977.026995457494,128,107
2025-12-29 13:40:07.530094,25941.0,25941.1,0.09999999999854481,105975,114300,451,524,0.9271653543307087,234.97782705099777,218.12977099236642,25911.837154989385,25977.811417322835,128,106
2025-12-29 13:40:07.730174,25941.0,25941.1,0.09999999999854481,111825,112350,460,522,0.9953271028037384,243.09782608695653,215.22988505747125,25909.16391683434,25978.40660881175,125,107
2025-12-29 13:40:07.929223,25941.0,25941.1,0.09999999999854481,111750,113400,459,521,0.9854497354497355,243.4640522875817,217.65834932821497,25909.12832214765,25977.697420634922,125,106
2025-12-29 13:40:08.140640,25941.1,25942.4,1.3000000000029104,115875,114150,477,530,1.0151116951379764,242.9245283018868,215.37735849056602,25907.683300970875,25977.50282522996,116,106
2025-12-29 13:40:08.331225,25941.2,25942.4,1.2000000000007276,110850,117375,465,556,0.9444089456869009,238.38709677419354,211.10611510791367,25906.55595399188,25977.178977635784,123,102
2025-12-29 13:40:08.726991,25941.2,25942.8,1.5999999999985448,112575,119475,453,571,0.9422473320778405,248.50993377483445,209.23817863397548,25908.799333777482,25976.264720652856,123,101
2025-12-29 13:40:08.940813,25941.2,25942.2,1.0,102300,128100,439,628,0.7985948477751756,233.02961275626424,203.98089171974522,25897.411656891494,25972.650409836064,115,85
2025-12-29 13:40:09.140701,25941.2,25942.0,0.7999999999992724,107775,127200,457,629,0.8472877358490566,235.83150984682715,202.22575516693163,25905.438622129437,25971.635318396227,126,79
2025-12-29 13:40:09.330417,25941.2,25941.7,0.5,106050,130950,453,652,0.8098510882016037,234.10596026490066,200.8435582822086,25898.012234794907,25972.125830469646,115,72
2025-12-29 13:40:09.529460,25941.1,25941.2,0.10000000000218279,111075,127425,457,636,0.8716892289582107,243.05251641137855,200.35377358490567,25905.674139095205,25971.602766333137,122,78
2025-12-29 13:40:09.942248,25940.8,25941.0,0.2000000000007276,99075,128100,441,642,0.7734192037470726,224.65986394557822,199.53271028037383,25900.66949280848,25971.485714285714,119,79
2025-12-29 13:40:10.130768,25940.8,25941.0,0.2000000000007276,111675,126375,466,635,0.8836795252225519,239.6459227467811,199.01574803149606,25905.849563465414,25971.9353115727,129,93
2025-12-29 13:40:10.340881,25940.0,25940.9,0.9000000000014552,112650,118350,472,575,0.9518377693282636,238.66525423728814,205.82608695652175,25906.136817576564,25974.22281368821,126,110
2025-12-29 13:40:10.527264,25940.0,25942.0,2.0,112500,96900,471,486,1.1609907120743035,238.8535031847134,199.3827160493827,25906.925333333333,25982.990789473683,129,122
2025-12-29 13:40:10.736296,25940.0,25942.0,2.0,111300,112275,464,535,0.991315965263861,239.8706896551724,209.85981308411215,25907.73665768194,25978.48490313961,124,113
2025-12-29 13:40:11.140545,25941.2,25942.2,1.0,113175,122550,474,597,0.923500611995104,238.76582278481013,205.27638190954775,25906.547978793904,25976.085312117502,126,103
2025-12-29 13:40:11.329553,25942.0,25942.2,0.2000000000007276,112125,123450,471,604,0.9082624544349939,238.05732484076432,204.38741721854305,25906.921070234115,25975.560935601457,129,103
2025-12-29 13:40:11.539402,25941.2,25942.1,0.8999999999978172,108600,125925,467,626,0.8624181060154854,232.54817987152035,201.15814696485623,25905.464502762432,25973.712805241215,126,102
2025-12-29 13:40:11.726893,25940.2,25941.0,0.7999999999992724,105600,126450,459,631,0.8351126927639383,230.0653594771242,200.39619651347067,25904.79680397727,25973.53256227758,127,102
2025-12-29 13:40:11.930034,25940.2,25941.0,0.7999999999992724,97650,125400,447,631,0.7787081339712919,218.45637583892616,198.73217115689383,25902.81420890937,25972.207775119616,124,92
2025-12-29 13:40:12.336265,25940.0,25941.0,1.0,111825,112500,466,551,0.994,239.96781115879827,204.1742286751361,25906.285043594904,25977.541933333334,130,108
2025-12-29 13:40:12.541331,25941.0,25941.8,0.7999999999992724,110850,118275,460,568,0.9372225745085606,240.97826086956522,208.2306338028169,25907.65696887686,25976.822447685478,127,107
2025-12-29 13:40:12.739934,25941.0,25941.8,0.7999999999992724,112575,119250,474,583,0.9440251572327044,237.5,204.54545454545453,25906.92225183211,25976.663773584907,128,106
2025-12-29 13:40:12.927432,25941.0,25941.9,0.9000000000014552,111525,111750,467,558,0.9979865771812081,238.81156316916488,200.2688172043011,25907.908271687964,25979.515033557047,125,109
2025-12-29 13:40:13.129505,25941.0,25941.9,0.9000000000014552,111600,107550,468,504,1.0376569037656904,238.46153846153845,213.39285714285714,25908.023252688174,25981.74239888424,124,108
2025-12-29 13:40:13.530422,25941.5,25942.3,0.7999999999992724,112050,109050,465,519,1.0275103163686383,240.96774193548387,210.11560693641619,25908.415394912987,25980.836313617605,125,108
2025-12-29 13:40:13.730061,25941.5,25942.3,0.7999999999992724,112275,111750,468,528,1.0046979865771812,239.90384615384616,211.64772727272728,25908.412892451568,25979.493825503356,123,112
2025-12-29 13:40:13.940140,25940.0,25941.5,1.5,115500,102675,489,500,1.1249086924762601,236.19631901840492,205.35,25908.079220779222,25983.055368882397,121,116
2025-12-29 13:40:14.140441,25940.0,25941.5,1.5,114525,107850,484,497,1.0618915159944367,236.62190082644628,217.0020120724346,25908.968893254747,25980.761752433937,123,112
2025-12-29 13:40:14.327206,25940.0,25941.5,1.5,114825,108075,486,508,1.0624566273421234,236.26543209876544,212.74606299212599,25909.053102547354,25980.585218598197,122,113
2025-12-29 13:40:14.737768,25942.4,25942.7,0.2999999999992724,116850,111375,499,529,1.0491582491582492,234.1683366733467,210.53875236294897,25908.571181001284,25979.57696969697,121,114
2025-12-29 13:40:14.940950,25942.4,25942.7,0.2999999999992724,115875,112275,496,535,1.032064128256513,233.61895161290323,209.85981308411215,25908.300323624597,25979.407682030727,121,113
2025-12-29 13:40:15.131205,25942.4,25942.7,0.2999999999992724,116100,112275,495,535,1.034068136272545,234.54545454545453,209.85981308411215,25908.28288113695,25979.11957247829,121,114
2025-12-29 13:40:15.338834,25942.4,25942.9,0.5,114675,111900,486,534,1.024798927613941,235.95679012345678,209.5505617977528,25909.075539568345,25979.229758713136,123,114
2025-12-29 13:40:15.532656,25942.4,25943.0,0.5999999999985448,115125,112350,488,535,1.0246995994659547,235.91188524590163,210.0,25909.124364820847,25979.263951935915,121,112
2025-12-29 13:40:15.930432,25942.4,25943.0,0.5999999999985448,114300,112875,483,538,1.012624584717608,236.64596273291926,209.80483271375465,25909.07467191601,25979.096677740865,124,112
2025-12-29 13:40:16.128555,25942.4,25943.0,0.5999999999985448,111825,115125,475,552,0.9713355048859935,235.42105263157896,208.55978260869566,25906.913615023474,25978.406254071662,129,110
2025-12-29 13:40:16.331238,25942.4,25943.0,0.5999999999985448,112275,115500,470,553,0.9720779220779221,238.88297872340425,208.86075949367088,25908.527388109553,25978.298766233765,124,110
2025-12-29 13:40:16.534385,25942.4,25943.0,0.5999999999985448,112425,115875,472,554,0.9702265372168285,238.1885593220339,209.16064981949458,25908.508072048033,25978.18789644013,123,110
2025-12-29 13:40:16.740526,25942.4,25943.0,0.5999999999985448,112350,116250,471,557,0.9664516129032258,238.53503184713375,208.7073608617594,25908.5479305741,25978.01780645161,124,108
2025-12-29 13:40:17.141371,25941.1,25942.5,1.4000000000014552,113625,115350,481,564,0.9850455136540962,236.22661122661123,204.5212765957447,25907.675379537955,25976.688751625486,127,110
2025-12-29 13:40:17.340337,25941.1,25942.3,1.2000000000007276,114525,115425,484,565,0.9922027290448343,236.62190082644628,204.2920353982301,25907.382645710542,25976.60578297596,126,110
2025-12-29 13:40:17.530933,25941.1,25942.1,1.0,114150,115350,483,564,0.9895968790637191,236.33540372670808,204.5212765957447,25907.29073587385,25976.518725617687,126,112
2025-12-29 13:40:17.728898,25940.1,25942.2,2.100000000002183,115125,115350,491,564,0.9980494148244473,234.4704684317719,204.5212765957447,25907.219153094462,25976.57490247074,122,111
2025-12-29 13:40:17.931136,25940.1,25942.2,2.100000000002183,110850,115575,468,567,0.9591174561972745,236.85897435897436,203.83597883597884,25906.289648173206,25976.52608695652,126,111
2025-12-29 13:40:18.340481,25940.1,25942.4,2.3000000000029104,113550,117225,474,577,0.9686500319897633,239.55696202531647,203.1629116117851,25906.71142668428,25976.056301983364,124,109
2025-12-29 13:40:18.529503,25940.1,25942.4,2.3000000000029104,113175,117150,472,576,0.9660691421254801,239.77754237288136,203.38541666666666,25906.87216699801,25976.074263764403,126,109
2025-12-29 13:40:18.741614,25940.1,25942.4,2.3000000000029104,113250,117225,476,577,0.9660908509277031,237.92016806722688,203.1629116117851,25907.14476821192,25976.05175943698,127,109
2025-12-29 13:40:18.929376,25940.1,25942.4,2.3000000000029104,112950,116700,476,571,0.967866323907455,237.28991596638656,204.3782837127846,25907.389176626824,25976.163688946017,128,110
2025-12-29 13:40:19.140250,25940.1,25942.4,2.3000000000029104,113550,113850,480,544,0.997364953886693,236.5625,209.28308823529412,25907.587384412152,25977.04881422925,128,112
2025-12-29 13:40:19.541416,25940.1,25942.4,2.3000000000029104,113925,113925,485,548,1.0,234.89690721649484,207.89233576642334,25907.489071757736,25977.223370638578,128,112
2025-12-29 13:40:19.732704,25940.1,25942.4,2.3000000000029104,112350,114900,473,559,0.9778067885117493,237.52642706131078,205.54561717352416,25908.181775700934,25976.990208877283,123,111
2025-12-29 13:40:19.932450,25940.1,25942.4,2.3000000000029104,112275,115425,472,562,0.9727095516569201,237.87076271186442,205.38256227758006,25908.265731462925,25976.689928525015,125,111
2025-12-29 13:40:20.142290,25940.1,25942.4,2.3000000000029104,112275,115425,472,562,0.9727095516569201,237.87076271186442,205.38256227758006,25908.27969271877,25976.6897985705,125,111
2025-12-29 13:40:20.329151,25941.0,25942.4,1.4000000000014552,114150,115425,484,562,0.9889538661468485,235.84710743801654,205.38256227758006,25907.67365308804,25976.801364522416,127,110
2025-12-29 13:40:20.727133,25941.0,25942.4,1.4000000000014552,114075,115200,485,563,0.990234375,235.20618556701032,204.61811722912967,25907.54569362262,25976.807161458335,128,111
2025-12-29 13:40:20.927034,25941.0,25942.4,1.4000000000014552,114750,115275,487,564,0.9954456733897202,235.62628336755648,204.38829787234042,25907.19450980392,25976.837280416396,127,110
2025-12-29 13:40:21.135359,25941.0,25942.4,1.4000000000014552,115425,115050,492,563,1.0032594524119949,234.60365853658536,204.35168738898756,25907.36296296296,25977.12268578879,127,110
2025-12-29 13:40:21.336077,25941.0,25942.4,1.4000000000014552,116100,116400,496,563,0.9974226804123711,234.07258064516128,206.74955595026643,25907.47138242894,25978.033891752577,122,110
2025-12-29 13:40:21.536690,25941.0,25942.4,1.4000000000014552,116250,116700,498,565,0.9961439588688946,233.43373493975903,206.5486725663717,25907.49787096774,25978.071272493573,121,108
2025-12-29 13:40:21.940510,25941.0,25942.4,1.4000000000014552,115725,114750,497,554,1.0084967320261438,232.8470824949698,207.12996389891697,25907.96941023979,25978.563790849672,122,111
2025-12-29 13:40:22.131095,25941.0,25942.4,1.4000000000014552,112500,117300,481,566,0.959079283887468,233.8877338877339,207.24381625441697,25904.580533333334,25977.657800511508,120,109
2025-12-29 13:40:22.331540,25941.0,25942.4,1.4000000000014552,103725,118200,456,581,0.8775380710659898,227.4671052631579,203.4423407917384,25902.009761388286,25976.04581218274,119,108
2025-12-29 13:40:22.540858,25941.0,25942.9,1.9000000000014552,102675,122700,449,612,0.83679706601467,228.67483296213808,200.49019607843138,25896.936596055515,25974.14468215159,115,98
2025-12-29 13:40:22.741257,25941.0,25942.4,1.4000000000014552,109500,122625,467,611,0.8929663608562691,234.47537473233405,200.69558101472995,25905.305616438356,25973.013272171254,124,86
2025-12-29 13:40:23.131289,25941.0,25942.4,1.4000000000014552,113925,123000,480,613,0.926219512195122,237.34375,200.65252854812397,25906.870243581303,25973.586463414635,127,94
2025-12-29 13:40:23.330848,25941.0,25942.4,1.4000000000014552,113550,112650,479,554,1.007989347536618,237.05636743215032,203.33935018050542,25907.17642007926,25976.418375499336,129,112
2025-12-29 13:40:23.531110,25941.0,25942.7,1.7000000000007276,114675,108900,484,541,1.053030303030303,236.9318181818182,201.2939001848429,25907.095291039896,25979.730509641875,127,111
2025-12-29 13:40:23.740320,25941.0,25942.7,1.7000000000007276,112500,114525,470,552,0.9823182711198428,239.36170212765958,207.47282608695653,25907.993533333334,25976.749836280287,124,109
2025-12-29 13:40:23.934520,25941.0,25942.7,1.7000000000007276,114375,119325,482,587,0.9585166561910748,237.29253112033194,203.2793867120954,25907.045770491804,25975.47536140792,128,109
2025-12-29 13:40:24.330322,25941.3,25942.6,1.2999999999992724,111525,123000,476,613,0.9067073170731708,234.29621848739495,200.65252854812397,25906.31600537996,25972.99975609756,129,81
2025-12-29 13:40:24.540744,25941.3,25942.6,1.2999999999992724,111825,121800,469,601,0.9181034482758621,238.43283582089552,202.6622296173045,25907.76398390342,25974.070443349752,127,98
2025-12-29 13:40:24.729616,25941.3,25942.6,1.2999999999992724,113100,121725,477,601,0.929143561306223,237.1069182389937,202.53743760399334,25907.120623342176,25974.33776956254,129,103
2025-12-29 13:40:24.940793,25941.3,25942.6,1.2999999999992724,113250,121800,479,603,0.9298029556650246,236.43006263048017,201.9900497512438,25907.055761589403,25974.355295566504,128,104
2025-12-29 13:40:25.140994,25941.3,25942.6,1.2999999999992724,113475,123375,478,621,0.9197568389057751,237.39539748953976,198.67149758454107,25906.819167217447,25973.851003039515,127,94
2025-12-29 13:40:25.542096,25941.3,25941.7,0.4000000000014552,96375,123750,446,634,0.7787878787878788,216.08744394618833,195.18927444794951,25897.971361867705,25968.344666666668,118,73
2025-12-29 13:40:25.728378,25941.0,25941.1,0.09999999999854481,105525,119550,446,629,0.882685069008783,236.6031390134529,190.06359300476947,25901.98237384506,25966.23808030113,120,71
2025-12-29 13:40:25.931505,25940.0,25940.8,0.7999999999992724,108000,120150,452,635,0.898876404494382,238.93805309734512,189.21259842519686,25898.175833333335,25965.88033707865,118,70
2025-12-29 13:40:26.140705,25940.0,25940.8,0.7999999999992724,110550,122100,453,626,0.9054054054054054,244.03973509933775,195.04792332268372,25904.893758480324,25968.272911547912,125,69
2025-12-29 13:40:26.337009,25940.0,25940.8,0.7999999999992724,111150,118875,459,621,0.9350157728706625,242.15686274509804,191.42512077294685,25905.27523616734,25966.213501577287,127,71
2025-12-29 13:40:26.729101,25940.0,25940.8,0.7999999999992724,112050,119475,470,629,0.9378531073446328,238.40425531914894,189.9443561208267,25905.899598393575,25966.743816698054,131,73
2025-12-29 13:40:26.941952,25940.8,25941.0,0.2000000000007276,112200,100425,471,536,1.1172516803584764,238.21656050955414,187.36007462686567,25905.736430481284,25979.913368185214,130,122
2025-12-29 13:40:27.130105,25941.5,25941.7,0.2000000000007276,113475,109125,475,518,1.0398625429553265,238.89473684210526,210.66602316602317,25906.157898215464,25977.186460481098,129,116
2025-12-29 13:40:27.332993,25941.5,25941.8,0.2999999999992724,113775,116925,479,556,0.9730596536241181,237.52609603340292,210.29676258992805,25906.225313117997,25977.030981398333,128,110
2025-12-29 13:40:27.536110,25941.5,25941.9,0.4000000000014552,111150,115275,464,540,0.9642160052049447,239.54741379310346,213.47222222222223,25907.90991902834,25977.726740403385,128,114
2025-12-29 13:40:27.933315,25941.5,25942.2,0.7000000000007276,108600,124575,470,613,0.8717639975918121,231.06382978723406,203.22185970636215,25905.148135359115,25974.39121011439,127,103
2025-12-29 13:40:28.129586,25940.0,25941.0,1.0,103350,121050,457,626,0.8537794299876085,226.1487964989059,193.370607028754,25899.528809869375,25968.19498141264,119,71
2025-12-29 13:40:28.341620,25940.0,25940.7,0.7000000000007276,109800,127950,457,646,0.8581477139507621,240.26258205689277,198.06501547987617,25900.75669398907,25970.199120750294,119,75
2025-12-29 13:40:28.529130,25939.4,25940.2,0.7999999999992724,101175,119625,464,632,0.8457680250783699,218.04956896551724,189.28006329113924,25889.573832468493,25965.76119122257,108,74
2025-12-29 13:40:28.738834,25939.4,25940.2,0.7999999999992724,103650,114075,457,588,0.908612754766601,226.80525164113786,194.00510204081633,25896.44095513748,25966.644312952005,114,78
2025-12-29 13:40:28.938138,25939.4,25940.2,0.7999999999992724,112800,115275,461,601,0.9785296031229668,244.68546637744035,191.8053244592346,25903.0102393617,25966.64729993494,121,76
2025-12-29 13:40:29.128170,25939.4,25940.2,0.7999999999992724,111000,115725,461,607,0.9591704471808166,240.7809110629067,190.6507413509061,25904.624121621622,25966.71309138043,126,74
2025-12-29 13:40:29.330988,25939.4,25940.3,0.8999999999978172,111450,113250,466,593,0.9841059602649007,239.16309012875536,190.97807757166947,25904.82261103634,25967.269139072847,126,73
2025-12-29 13:40:29.541478,25939.4,25940.4,1.0,112650,117750,471,576,0.956687898089172,239.171974522293,204.42708333333334,25905.447669773635,25974.389044585987,128,104
2025-12-29 13:40:29.736353,25939.4,25941.4,2.0,115800,96450,491,507,1.2006220839813375,235.84521384928718,190.23668639053255,25905.955634715025,25984.165396578537,121,119
2025-12-29 13:40:29.926854,25939.4,25941.4,2.0,116775,112125,496,534,1.0414715719063545,235.4334677419355,209.97191011235955,25906.397302504818,25979.09170568562,121,109
2025-12-29 13:40:30.332192,25939.4,25941.3,1.8999999999978172,116625,116025,494,556,1.0051712992889463,236.082995951417,208.67805755395685,25906.74739549839,25977.551583710407,119,110
2025-12-29 13:40:30.538319,25939.5,25941.3,1.7999999999992724,116100,117300,492,565,0.989769820971867,235.97560975609755,207.61061946902655,25907.227777777778,25977.2023657289,121,107
2025-12-29 13:40:30.740485,25939.5,25941.3,1.7999999999992724,114675,118125,482,568,0.9707936507936508,237.9149377593361,207.96654929577466,25907.960758665795,25976.68526984127,122,110
2025-12-29 13:40:30.931058,25939.5,25941.3,1.7999999999992724,114675,118275,482,570,0.9695624603677869,237.9149377593361,207.5,25907.96330935252,25976.639124920737,122,110
2025-12-29 13:40:31.128886,25939.5,25941.3,1.7999999999992724,114750,112875,483,539,1.0166112956810631,237.5776397515528,209.41558441558442,25908.07176470588,25978.892956810632,123,112
2025-12-29 13:40:31.541359,25939.5,25939.7,0.2000000000007276,115125,120375,489,589,0.956386292834891,235.42944785276075,204.37181663837012,25906.61055374593,25976.72062305296,127,107
2025-12-29 13:40:31.739452,25939.5,25941.1,1.5999999999985448,113025,119625,477,580,0.9448275862068966,236.9496855345912,206.25,25907.700265428004,25976.50131661442,123,107
2025-12-29 13:40:31.926946,25939.5,25939.7,0.2000000000007276,114750,119700,486,581,0.9586466165413534,236.11111111111111,206.02409638554218,25907.073986928106,25976.470238095237,123,106
2025-12-29 13:40:32.128956,25939.5,25941.1,1.5999999999985448,115275,119400,489,579,0.9654522613065326,235.7361963190184,206.21761658031087,25907.087963565387,25976.552826633168,121,107
2025-12-29 13:40:32.332081,25939.5,25939.6,0.09999999999854481,115875,114225,493,556,1.0144451739986868,235.04056795131845,205.44064748201438,25906.95980582524,25976.46303348654,121,111
2025-12-29 13:40:32.738272,25940.0,25941.1,1.0999999999985448,112950,120000,472,582,0.94125,239.30084745762713,206.18556701030928,25908.20199203187,25976.4201875,126,105
2025-12-29 13:40:32.941397,25939.6,25941.1,1.5,108900,120075,474,595,0.9069331667707683,229.74683544303798,201.80672268907563,25904.812327823693,25974.91424109931,124,107
2025-12-29 13:40:33.129018,25939.6,25941.1,1.5,113175,120450,471,598,0.9396014943960149,240.28662420382165,201.42140468227424,25906.043538767397,25974.66295143213,128,108
2025-12-29 13:40:33.332138,25939.6,25941.1,1.5,113400,120225,474,595,0.9432314410480349,239.2405063291139,202.05882352941177,25905.78478835979,25974.58009981285,127,110
2025-12-29 13:40:33.536357,25939.6,25941.0,1.4000000000014552,114075,113550,481,578,1.0046235138705417,237.16216216216216,196.45328719723184,25906.187573964497,25971.671928665786,125,89
2025-12-29 13:40:33.940617,25939.5,25941.0,1.5,102675,120150,463,594,0.8545568039950062,221.76025917926566,202.27272727272728,25903.49941563185,25974.519413233458,126,110
2025-12-29 13:40:34.128380,25939.5,25941.0,1.5,112125,120525,470,598,0.9303049159925326,238.56382978723406,201.54682274247492,25905.642073578594,25974.508649657746,129,109
2025-12-29 13:40:34.331492,25939.5,25941.0,1.5,111900,120450,470,597,0.9290161892901619,238.08510638297872,201.75879396984925,25906.169504021447,25974.51880448319,130,109
2025-12-29 13:40:34.534628,25939.1,25941.0,1.9000000000014552,111675,120900,466,602,0.923697270471464,239.6459227467811,200.83056478405317,25905.432975151107,25974.406327543424,127,108
2025-12-29 13:40:34.726874,25939.1,25940.9,1.8000000000029104,110775,116100,457,586,0.9541343669250646,242.3960612691466,198.12286689419795,25904.523899796885,25971.438565891473,122,82
2025-12-29 13:40:35.142071,25939.1,25940.9,1.8000000000029104,111975,120375,470,598,0.9302180685358256,238.24468085106383,201.29598662207357,25905.286939048896,25974.22386292835,127,110
2025-12-29 13:40:35.336359,25939.1,25940.9,1.8000000000029104,113550,120000,479,596,0.94625,237.05636743215032,201.34228187919464,25905.54861294584,25974.4795,124,109
2025-12-29 13:40:35.541022,25939.1,25940.9,1.8000000000029104,114600,112575,488,556,1.0179880079946702,234.8360655737705,202.47302158273382,25905.897709424084,25973.11232511659,124,110
2025-12-29 13:40:35.731068,25939.1,25940.9,1.8000000000029104,114600,118125,488,575,0.9701587301587301,234.8360655737705,205.43478260869566,25905.971007853404,25975.202285714287,123,108
2025-12-29 13:40:35.934193,25939.1,25941.1,2.0,114750,119100,490,585,0.9634760705289672,234.18367346938774,203.5897435897436,25905.747189542482,25975.04187657431,122,107
2025-12-29 13:40:36.340445,25939.1,25940.2,1.1000000000021828,114075,117525,484,574,0.9706445437141034,235.69214876033058,204.74738675958187,25905.8449704142,25975.257817485643,125,110
2025-12-29 13:40:36.527962,25939.1,25940.2,1.1000000000021828,113475,118575,477,588,0.956989247311828,237.8930817610063,201.65816326530611,25905.562921348315,25975.049272612272,124,109
2025-12-29 13:40:36.741171,25939.0,25940.2,1.2000000000007276,113175,118725,474,587,0.9532533164876816,238.76582278481013,202.2572402044293,25905.802650762093,25974.89185091598,127,111
2025-12-29 13:40:36.936019,25939.0,25939.1,0.09999999999854481,113250,118500,475,583,0.9556962025316456,238.42105263157896,203.2590051457976,25905.903112582782,25974.757911392404,127,112
2025-12-29 13:40:37.130621,25939.0,25940.6,1.5999999999985448,113250,117225,475,573,0.9660908509277031,238.42105263157896,204.58115183246073,25905.74046357616,25975.10761356366,126,112
2025-12-29 13:40:37.531161,25939.0,25941.1,2.099999999998545,114975,117300,490,579,0.9801790281329923,234.64285714285714,202.59067357512953,25906.022765818656,25975.331138107416,122,108
2025-12-29 13:40:37.738203,25939.0,25941.1,2.099999999998545,116925,93000,497,506,1.257258064516129,235.261569416499,183.79446640316206,25906.922065426555,25989.755322580644,119,129
