date,open,high,low,close,volume
2025-06-11T09:15:00+05:30,1445.8,1457.7,1443.1,1456.7,1125371
2025-06-11T09:30:00+05:30,1456.7,1468.6,1456.7,1461,1216715
2025-06-11T09:45:00+05:30,1461,1465.9,1458.1,1459,423966
2025-06-11T10:00:00+05:30,1459.2,1461,1456.8,1456.8,275024
2025-06-11T10:15:00+05:30,1457.5,1458.4,1453.8,1456.2,262702
2025-06-11T10:30:00+05:30,1456.5,1461,1455.3,1460.1,301853
2025-06-11T10:45:00+05:30,1460.1,1462.9,1459.2,1461.2,234435
2025-06-11T11:00:00+05:30,1461.2,1462.4,1460.3,1461.2,137210
2025-06-11T11:15:00+05:30,1461.2,1464.3,1461.1,1463.2,185467
2025-06-11T11:30:00+05:30,1463.3,1463.7,1461.1,1462,115902
2025-06-11T11:45:00+05:30,1462,1463.9,1461.6,1462.8,153110
2025-06-11T12:00:00+05:30,1462.9,1463,1461.6,1462.1,99776
2025-06-11T12:15:00+05:30,1462.2,1463,1461.1,1462.1,118615
2025-06-11T12:30:00+05:30,1462.1,1462.4,1460.4,1460.9,114130
2025-06-11T12:45:00+05:30,1460.8,1462.7,1460.5,1462,133383
2025-06-11T13:00:00+05:30,1461.9,1462.5,1460.7,1461.2,95536
2025-06-11T13:15:00+05:30,1460.9,1462,1457.2,1457.3,235205
2025-06-11T13:30:00+05:30,1457.3,1458.5,1456,1456.1,143971
2025-06-11T13:45:00+05:30,1456.1,1456.6,1451,1453.5,317010
2025-06-11T14:00:00+05:30,1453.5,1454,1451.4,1451.9,275744
2025-06-11T14:15:00+05:30,1451.9,1453.7,1451.1,1451.7,194808
2025-06-11T14:30:00+05:30,1452,1452,1449.4,1449.9,359303
2025-06-11T14:45:00+05:30,1449.9,1452.4,1449.1,1450.8,153715
2025-06-11T15:00:00+05:30,1451,1451.5,1448.4,1448.9,682366
2025-06-11T15:15:00+05:30,1449,1449,1447.9,1448.2,710113
2025-06-12T09:15:00+05:30,1453.5,1457,1450.2,1452.4,464691
2025-06-12T09:30:00+05:30,1452.6,1454,1446.1,1447.5,230426
2025-06-12T09:45:00+05:30,1447.5,1450.8,1446.5,1448.4,197029
2025-06-12T10:00:00+05:30,1448.4,1450.9,1447,1449.8,198304
2025-06-12T10:15:00+05:30,1449.1,1451.7,1448.4,1451.5,118009
2025-06-12T10:30:00+05:30,1451.6,1452.2,1445.1,1445.5,223325
2025-06-12T10:45:00+05:30,1445.5,1449,1445.1,1448.2,225004
2025-06-12T11:00:00+05:30,1448.2,1450.6,1448,1449.2,149752
2025-06-12T11:15:00+05:30,1449.2,1451.7,1448.1,1451.4,178594
2025-06-12T11:30:00+05:30,1451.6,1451.9,1448.6,1450.9,231103
2025-06-12T11:45:00+05:30,1450.6,1450.8,1448.9,1449.3,127231
2025-06-12T12:00:00+05:30,1449.3,1450.9,1448.2,1449.6,133358
