time_ist,security_id,instrument_name,best_bid,best_ask,spread,total_bid_qty,total_ask_qty,total_bid_orders,total_ask_orders,imbalance_ratio,avg_bid_order_size,avg_ask_order_size,bid_vwap,ask_vwap,bid_50pct_level,ask_50pct_level
2025-12-29 14:17:11.009634,49543,NIFTY DEC 2025 FUT,25942.7,25945.5,2.8,102150,113325,455,550,0.9014,224.51,206.05,25913.37,25978.64,123,110
2025-12-29 14:17:11.409650,49543,NIFTY DEC 2025 FUT,25942.7,25945.5,2.8,108900,117975,456,565,0.9231,238.82,208.81,25914.97,25980.51,120,113
2025-12-29 14:17:11.609209,49543,NIFTY DEC 2025 FUT,25942.7,25945.5,2.8,108975,118275,456,568,0.9214,238.98,208.23,25915.21,25980.49,119,112
2025-12-29 14:17:11.809444,49543,NIFTY DEC 2025 FUT,25941.4,25945.5,4.1,103425,121500,473,596,0.8512,218.66,203.86,25912.55,25980.41,120,108
2025-12-29 14:17:12.009405,49543,NIFTY DEC 2025 FUT,25941.4,25945.5,4.1,106425,116475,476,550,0.9137,223.58,211.77,25913.13,25980.52,120,116
2025-12-29 14:17:12.209907,49543,NIFTY DEC 2025 FUT,25941.4,25945.5,4.1,110025,118650,480,566,0.9273,229.22,209.63,25914.65,25980.2,119,113
2025-12-29 14:17:12.609229,49543,NIFTY DEC 2025 FUT,25941.4,25945.5,4.1,110700,118725,489,567,0.9324,226.38,209.39,25914.63,25980.23,118,113
2025-12-29 14:17:12.811820,49543,NIFTY DEC 2025 FUT,25941.1,25945.6,4.5,112200,119475,503,580,0.9391,223.06,205.99,25915.14,25980.9,114,117
2025-12-29 14:17:13.010443,49543,NIFTY DEC 2025 FUT,25941.1,25945.5,4.4,113850,115800,502,575,0.9832,226.79,201.39,25915.84,25981.79,117,113
2025-12-29 14:17:13.210932,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112800,119700,492,582,0.9424,229.27,205.67,25915.72,25980.8,118,113
2025-12-29 14:17:13.409439,49543,NIFTY DEC 2025 FUT,25941.1,25945.5,4.4,112725,118725,491,569,0.9495,229.58,208.66,25915.89,25980.42,119,112
2025-12-29 14:17:13.810767,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112950,118725,496,570,0.9514,227.72,208.29,25915.62,25980.2,116,111
2025-12-29 14:17:14.009357,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112875,119325,495,571,0.9459,228.03,208.98,25915.6,25979.89,116,110
2025-12-29 14:17:14.209300,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112950,114750,497,558,0.9843,227.26,205.65,25915.43,25978.14,115,110
2025-12-29 14:17:14.410118,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112650,119250,494,569,0.9447,228.04,209.58,25915.55,25979.82,116,109
2025-12-29 14:17:14.609989,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,112650,119400,494,571,0.9435,228.04,209.11,25915.55,25979.82,116,110
2025-12-29 14:17:15.009961,49543,NIFTY DEC 2025 FUT,25942.0,25945.3,3.3,112500,119850,489,577,0.9387,230.06,207.71,25915.82,25980.03,120,108
2025-12-29 14:17:15.209201,49543,NIFTY DEC 2025 FUT,25942.0,25945.3,3.3,112500,119775,489,576,0.9393,230.06,207.94,25915.83,25980.05,119,108
2025-12-29 14:17:15.409543,49543,NIFTY DEC 2025 FUT,25942.0,25945.2,3.2,112200,119775,486,576,0.9368,230.86,207.94,25915.76,25979.9,120,109
2025-12-29 14:17:15.610281,49543,NIFTY DEC 2025 FUT,25942.0,25945.2,3.2,111975,119850,484,575,0.9343,231.35,208.43,25915.71,25979.73,119,110
2025-12-29 14:17:15.809651,49543,NIFTY DEC 2025 FUT,25942.0,25945.2,3.2,111975,117450,492,565,0.9534,227.59,207.88,25915.51,25980.31,117,113
2025-12-29 14:17:16.210656,49543,NIFTY DEC 2025 FUT,25941.1,25945.2,4.1,111675,116100,487,571,0.9619,229.31,203.33,25915.8,25981.55,120,115
2025-12-29 14:17:16.409556,49543,NIFTY DEC 2025 FUT,25941.1,25945.2,4.1,111825,115350,489,544,0.9694,228.68,212.04,25915.79,25980.98,119,118
2025-12-29 14:17:16.611749,49543,NIFTY DEC 2025 FUT,25941.1,25945.1,4.0,111975,117525,491,562,0.9528,228.05,209.12,25915.66,25980.42,118,115
2025-12-29 14:17:16.810405,49543,NIFTY DEC 2025 FUT,25941.0,25945.1,4.1,112275,118125,494,569,0.9505,227.28,207.6,25915.63,25980.29,117,112
2025-12-29 14:17:17.009229,49543,NIFTY DEC 2025 FUT,25941.0,25945.1,4.1,113100,117900,505,567,0.9593,223.96,207.94,25915.36,25980.3,112,113
2025-12-29 14:17:17.410704,49543,NIFTY DEC 2025 FUT,25941.1,25945.3,4.2,113475,115650,508,569,0.9812,223.38,203.25,25915.5,25981.73,113,115
2025-12-29 14:17:17.610172,49543,NIFTY DEC 2025 FUT,25941.1,25945.3,4.2,112500,116550,495,565,0.9653,227.27,206.28,25915.95,25981.52,119,114
2025-12-29 14:17:17.812331,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,113175,117075,502,568,0.9667,225.45,206.12,25915.82,25981.44,116,114
2025-12-29 14:17:18.009294,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,113775,116925,511,566,0.9731,222.65,206.58,25915.66,25981.48,114,114
2025-12-29 14:17:18.210085,49543,NIFTY DEC 2025 FUT,25941.1,25945.4,4.3,113100,117000,511,567,0.9667,221.33,206.35,25915.47,25981.46,113,114
2025-12-29 14:17:18.609919,49543,NIFTY DEC 2025 FUT,25941.1,25945.7,4.6,114225,115725,517,551,0.987,220.94,210.03,25915.53,25981.18,111,115
2025-12-29 14:17:18.809643,49543,NIFTY DEC 2025 FUT,25941.1,25945.9,4.8,113625,114975,524,556,0.9883,216.84,206.79,25915.12,25982.39,110,112
2025-12-29 14:17:19.010175,49543,NIFTY DEC 2025 FUT,25941.1,25945.9,4.8,113625,115425,524,557,0.9844,216.84,207.23,25915.13,25982.02,110,113
2025-12-29 14:17:19.209556,49543,NIFTY DEC 2025 FUT,25941.1,25945.9,4.8,113625,115875,524,563,0.9806,216.84,205.82,25915.13,25982.07,110,112
2025-12-29 14:17:19.409257,49543,NIFTY DEC 2025 FUT,25941.0,25945.9,4.9,114075,116775,525,567,0.9769,217.29,205.95,25914.91,25981.91,110,112
2025-12-29 14:17:19.809946,49543,NIFTY DEC 2025 FUT,25942.0,25945.9,3.9,115425,117000,519,568,0.9865,222.4,205.99,25915.98,25981.75,110,111
2025-12-29 14:17:20.010751,49543,NIFTY DEC 2025 FUT,25942.0,25945.9,3.9,115425,116700,519,564,0.9891,222.4,206.91,25915.98,25981.67,110,112
2025-12-29 14:17:20.211103,49543,NIFTY DEC 2025 FUT,25942.0,25945.9,3.9,114675,115350,509,557,0.9941,225.29,207.09,25916.33,25982.02,114,113
2025-12-29 14:17:20.409056,49543,NIFTY DEC 2025 FUT,25942.0,25945.9,3.9,111600,115725,501,560,0.9644,222.75,206.65,25916.02,25982.14,118,113
2025-12-29 14:17:20.609640,49543,NIFTY DEC 2025 FUT,25945.9,25947.0,1.1,85575,120300,448,583,0.7113,191.02,206.35,25907.85,25979.82,128,109
2025-12-29 14:17:21.010118,49543,NIFTY DEC 2025 FUT,25941.0,25945.3,4.3,101625,117225,463,582,0.8669,219.49,201.42,25912.03,25976.89,122,101
2025-12-29 14:17:21.209658,49543,NIFTY DEC 2025 FUT,25941.0,25945.3,4.3,107850,117150,475,587,0.9206,227.05,199.57,25913.51,25977.08,123,101
2025-12-29 14:17:21.410225,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,107550,116925,467,583,0.9198,230.3,200.56,25914.11,25976.96,125,102
2025-12-29 14:17:21.610095,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,111600,117075,508,576,0.9532,219.69,203.26,25914.37,25979.93,116,111
2025-12-29 14:17:21.808797,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,111225,113850,502,563,0.9769,221.56,202.22,25914.85,25978.27,113,110
2025-12-29 14:17:22.409743,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,111600,113325,505,565,0.9848,220.99,200.58,25914.92,25976.92,113,107
2025-12-29 14:17:22.609498,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,111600,113325,505,565,0.9848,220.99,200.58,25914.96,25976.92,114,106
2025-12-29 14:17:22.809233,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,113100,113625,514,568,0.9954,220.04,200.04,25914.38,25976.83,112,105
2025-12-29 14:17:23.010086,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,112875,116700,511,576,0.9672,220.89,202.6,25915.22,25977.63,114,109
2025-12-29 14:17:23.410518,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,112500,117975,508,583,0.9536,221.46,202.36,25915.08,25977.2,113,104
2025-12-29 14:17:23.609221,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,114375,117375,526,581,0.9744,217.44,202.02,25914.5,25977.69,108,108
2025-12-29 14:17:23.809313,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,114450,117600,525,582,0.9732,218.0,202.06,25914.67,25977.64,109,108
2025-12-29 14:17:24.009519,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,114225,114150,521,559,1.0007,219.24,204.2,25915.28,25978.35,112,112
2025-12-29 14:17:24.209524,49543,NIFTY DEC 2025 FUT,25941.0,25945.0,4.0,113925,112425,517,560,1.0133,220.36,200.76,25915.43,25977.18,113,111
2025-12-29 14:17:24.610947,49543,NIFTY DEC 2025 FUT,25942.0,25945.3,3.3,113025,105750,505,538,1.0688,223.81,196.56,25915.96,25985.08,120,118
2025-12-29 14:17:24.810285,49543,NIFTY DEC 2025 FUT,25942.0,25945.3,3.3,113175,112875,507,550,1.0027,223.22,205.23,25915.95,25982.97,118,114
2025-12-29 14:17:25.009464,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,112950,110100,504,546,1.0259,224.11,201.65,25916.02,25984.11,119,114
2025-12-29 14:17:25.209926,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,112875,115800,503,564,0.9747,224.4,205.32,25916.05,25982.16,120,112
2025-12-29 14:17:25.410215,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,112875,116775,503,567,0.9666,224.4,205.95,25916.06,25981.87,120,113
2025-12-29 14:17:25.809716,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,112800,117375,502,574,0.961,224.7,204.49,25916.15,25981.85,120,113
2025-12-29 14:17:26.009586,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,112875,118050,503,579,0.9562,224.4,203.89,25916.11,25981.55,120,113
2025-12-29 14:17:26.209476,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,111750,119250,495,586,0.9371,225.76,203.5,25915.88,25981.26,121,112
2025-12-29 14:17:26.409422,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,111525,119100,493,580,0.9364,226.22,205.34,25915.89,25980.66,122,112
2025-12-29 14:17:26.609455,49543,NIFTY DEC 2025 FUT,25942.0,25946.1,4.1,111900,120300,497,595,0.9302,225.15,202.18,25915.87,25980.96,120,113
2025-12-29 14:17:27.009730,49543,NIFTY DEC 2025 FUT,25942.0,25945.8,3.8,110400,119925,484,589,0.9206,228.1,203.61,25915.29,25980.76,118,111
2025-12-29 14:17:27.209190,49543,NIFTY DEC 2025 FUT,25942.0,25945.4,3.4,110775,119850,490,588,0.9243,226.07,203.83,25915.02,25980.78,114,111
2025-12-29 14:17:27.409304,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,112950,120450,487,589,0.9377,231.93,204.5,25915.99,25980.84,118,112
2025-12-29 14:17:27.610618,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,113175,120600,488,590,0.9384,231.92,204.41,25916.09,25980.8,119,112
2025-12-29 14:17:27.811831,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,112725,120525,484,589,0.9353,232.9,204.63,25916.09,25980.77,122,112
2025-12-29 14:17:28.209963,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,114900,112800,505,547,1.0186,227.52,206.22,25916.38,25982.92,114,117
2025-12-29 14:17:28.409640,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,114150,115200,512,551,0.9909,222.95,209.07,25915.84,25982.31,114,117
2025-12-29 14:17:28.609162,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,115350,114600,509,552,1.0065,226.62,207.61,25916.4,25982.45,114,117
2025-12-29 14:17:28.809537,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,114525,114750,500,554,0.998,229.05,207.13,25916.56,25982.36,118,117
2025-12-29 14:17:29.009800,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,114225,113775,501,548,1.004,227.99,207.62,25916.42,25982.65,116,118
2025-12-29 14:17:29.409629,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,114375,113100,502,545,1.0113,227.84,207.52,25916.46,25982.86,116,120
2025-12-29 14:17:29.610570,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,114075,112275,500,533,1.016,228.15,210.65,25916.4,25982.43,117,118
2025-12-29 14:17:29.811139,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,113700,113550,498,546,1.0013,228.31,207.97,25916.27,25982.69,116,119
2025-12-29 14:17:30.009662,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,113700,112125,497,528,1.014,228.77,212.36,25916.37,25982.34,117,119
2025-12-29 14:17:30.210015,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,113775,112650,498,541,1.01,228.46,208.23,25916.34,25983.01,117,120
2025-12-29 14:17:30.609537,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,111225,114000,488,549,0.9757,227.92,207.65,25915.79,25982.68,118,117
2025-12-29 14:17:30.809577,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,111075,114075,480,541,0.9737,231.41,210.86,25915.79,25981.93,120,118
2025-12-29 14:17:31.011996,49543,NIFTY DEC 2025 FUT,25942.5,25944.2,1.7,106650,109950,470,528,0.97,226.91,208.24,25914.8,25979.74,127,116
2025-12-29 14:17:31.210251,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110025,115050,470,553,0.9563,234.1,208.05,25915.54,25982.25,121,117
2025-12-29 14:17:31.409407,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,109500,115275,465,556,0.9499,235.48,207.33,25915.38,25982.28,121,115
2025-12-29 14:17:31.809475,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110850,115575,474,558,0.9591,233.86,207.12,25915.51,25982.06,120,116
2025-12-29 14:17:32.010180,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,111300,115500,478,557,0.9636,232.85,207.36,25915.68,25982.08,120,116
2025-12-29 14:17:32.212540,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,109950,115575,477,558,0.9513,230.5,207.12,25915.43,25982.11,121,115
2025-12-29 14:17:32.409333,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,111450,115500,480,557,0.9649,232.19,207.36,25915.72,25982.13,120,115
2025-12-29 14:17:32.609533,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,111825,115425,482,556,0.9688,232.0,207.6,25915.85,25982.1,122,116
2025-12-29 14:17:33.008990,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,111150,115200,476,554,0.9648,233.51,207.94,25915.92,25982.11,123,117
2025-12-29 14:17:33.210808,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110625,116250,470,554,0.9516,235.37,209.84,25916.05,25981.78,125,117
2025-12-29 14:17:33.410211,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110550,115425,471,543,0.9578,234.71,212.57,25915.94,25981.46,125,118
2025-12-29 14:17:33.610002,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110475,116700,470,558,0.9467,235.05,209.14,25915.92,25981.7,124,116
2025-12-29 14:17:33.809690,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,110475,116925,470,561,0.9448,235.05,208.42,25915.92,25981.78,124,114
2025-12-29 14:17:34.210159,49543,NIFTY DEC 2025 FUT,25942.5,25945.0,2.5,102975,109425,469,530,0.9411,219.56,206.46,25913.08,25977.32,120,112
2025-12-29 14:17:34.409466,49543,NIFTY DEC 2025 FUT,25942.5,25944.7,2.2,106500,107925,471,503,0.9868,226.11,214.56,25914.72,25976.25,118,110
2025-12-29 14:17:34.609216,49543,NIFTY DEC 2025 FUT,25942.5,25944.7,2.2,107850,113625,480,542,0.9492,224.69,209.64,25914.45,25977.69,115,113
2025-12-29 14:17:34.809964,49543,NIFTY DEC 2025 FUT,25942.5,25944.7,2.2,108750,114225,474,550,0.9521,229.43,207.68,25915.19,25977.94,114,113
2025-12-29 14:17:35.009232,49543,NIFTY DEC 2025 FUT,25942.5,25944.7,2.2,108525,118800,471,563,0.9135,230.41,211.01,25915.47,25979.76,117,111
2025-12-29 14:17:35.409591,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,108975,111375,475,538,0.9785,229.42,207.02,25915.23,25982.65,115,117
2025-12-29 14:17:35.609805,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,110400,111375,490,537,0.9912,225.31,207.4,25915.38,25982.88,112,116
2025-12-29 14:17:35.809746,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,110700,115200,493,553,0.9609,224.54,208.32,25915.6,25981.82,114,117
2025-12-29 14:17:36.010038,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,110775,116325,491,558,0.9523,225.61,208.47,25916.03,25981.48,114,118
2025-12-29 14:17:36.210587,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,110025,116025,502,545,0.9483,219.17,212.89,25915.1,25980.69,110,121
2025-12-29 14:17:36.610315,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,111675,116100,503,547,0.9619,222.02,212.25,25915.58,25980.86,112,121
2025-12-29 14:17:36.810776,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,111375,116100,499,547,0.9593,223.2,212.25,25915.71,25980.81,113,121
2025-12-29 14:17:37.009804,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,110625,111675,492,536,0.9906,224.85,208.35,25915.61,25978.94,114,113
2025-12-29 14:17:37.209654,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,110925,116100,496,547,0.9554,223.64,212.25,25915.66,25980.74,114,120
2025-12-29 14:17:37.409716,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,107850,116400,479,550,0.9265,225.16,211.64,25915.16,25980.61,115,121
2025-12-29 14:17:37.810611,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,106650,111600,476,534,0.9556,224.05,208.99,25914.55,25978.67,119,114
2025-12-29 14:17:38.009701,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,108900,111750,476,536,0.9745,228.78,208.49,25915.23,25978.73,116,114
2025-12-29 14:17:38.209458,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,99675,111375,457,530,0.8949,218.11,210.14,25913.52,25978.44,126,114
2025-12-29 14:17:38.411938,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,107025,116025,464,543,0.9224,230.66,213.67,25914.71,25980.18,116,120
2025-12-29 14:17:38.609436,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,108450,111150,473,526,0.9757,229.28,211.31,25915.03,25978.16,115,115
2025-12-29 14:17:39.009501,49543,NIFTY DEC 2025 FUT,25942.5,25942.6,0.1,109275,110325,484,525,0.9905,225.77,210.14,25914.68,25978.88,112,113
2025-12-29 14:17:39.212020,49543,NIFTY DEC 2025 FUT,25942.5,25944.4,1.9,108525,111675,470,514,0.9718,230.9,217.27,25915.77,25981.93,122,120
