time,type,ltp,volume,oi,ltq,atp,total_buy_qty,total_sell_qty,open,high,low,close,bid_price_1,bid_qty_1,bid_orders_1,ask_price_1,ask_qty_1,ask_orders_1,bid_price_2,bid_qty_2,ask_price_2,ask_qty_2,bid_price_3,bid_qty_3,ask_price_3,ask_qty_3,bid_price_4,bid_qty_4,ask_price_4,ask_qty_4,bid_price_5,bid_qty_5,ask_price_5,ask_qty_5
2025-12-29 12:47:09.679802,full,25977.80078125,3334350,11154825,75,26024.099609375,303975,419850,26080.0,26100.19921875,25972.400390625,26060.19921875,25974.80078125,75,1,25978.599609375,75,1,25974.69921875,300,25980.0,450,25974.599609375,1950,25980.900390625,600,25974.5,2175,25981.0,75,25974.400390625,3075,25981.19921875,600
2025-12-29 12:47:10.582431,full,25977.80078125,3334350,11154825,75,26024.099609375,305925,419175,26080.0,26100.19921875,25972.400390625,26060.19921875,25974.80078125,150,2,25978.599609375,75,1,25974.69921875,450,25980.0,450,25974.599609375,2100,25980.900390625,600,25974.5,2475,25981.0,75,25974.400390625,3150,25981.19921875,600
2025-12-29 12:47:11.281174,full,25974.900390625,3334425,11154825,75,26024.099609375,308025,418725,26080.0,26100.19921875,25972.400390625,26060.19921875,25974.80078125,525,7,25978.599609375,75,1,25974.69921875,1200,25980.0,450,25974.599609375,1875,25980.900390625,600,25974.5,2925,25981.0,75,25974.400390625,2850,25981.19921875,600
2025-12-29 12:47:12.189013,full,25974.900390625,3334425,11154825,75,26024.099609375,302550,420225,26080.0,26100.19921875,25972.400390625,26060.19921875,25974.80078125,225,2,25978.80078125,75,1,25974.69921875,150,25980.0,450,25974.599609375,1725,25980.900390625,600,25974.5,2175,25981.0,75,25974.400390625,2625,25981.19921875,600
2025-12-29 12:47:12.889371,full,25978.80078125,3334500,11154825,75,26024.099609375,306975,420150,26080.0,26100.19921875,25972.400390625,26060.19921875,25974.80078125,225,2,25978.80078125,75,1,25974.69921875,150,25980.0,450,25974.599609375,1800,25980.900390625,600,25974.5,2025,25981.0,75,25974.400390625,2775,25981.400390625,600
2025-12-29 12:47:13.991486,full,25978.80078125,3334500,11154825,75,26024.099609375,304425,420825,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.0,225,2,25978.80078125,75,1,25974.80078125,75,25980.0,450,25974.69921875,150,25980.900390625,600,25974.599609375,1800,25981.0,75,25974.5,1875,25981.400390625,600
2025-12-29 12:47:14.494406,full,25978.80078125,3334500,11154825,75,26024.099609375,293550,422550,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.0,225,2,25978.80078125,75,1,25974.599609375,225,25980.0,450,25974.5,900,25980.900390625,600,25974.400390625,675,25981.0,75,25974.30078125,450,25981.400390625,600
2025-12-29 12:47:15.597353,full,25978.80078125,3334575,11154825,75,26024.099609375,297900,423000,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.0,825,2,25979.400390625,75,1,25974.599609375,150,25980.0,450,25974.5,450,25980.900390625,600,25974.400390625,675,25981.0,75,25974.30078125,525,25981.400390625,600
2025-12-29 12:47:16.304093,full,25978.80078125,3334575,11154825,75,26024.099609375,297750,423450,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.0,825,2,25979.400390625,75,1,25974.599609375,150,25980.0,450,25974.5,375,25980.900390625,600,25974.400390625,600,25981.0,75,25974.30078125,375,25981.599609375,600
2025-12-29 12:47:17.189106,full,25978.599609375,3334650,11154825,75,26024.08984375,295650,425100,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.0,825,2,25979.400390625,75,1,25974.599609375,150,25980.0,450,25974.5,375,25980.900390625,600,25974.30078125,225,25981.0,75,25974.19921875,75,25981.599609375,600
2025-12-29 12:47:17.906212,full,25979.400390625,3335025,11154825,75,26024.08984375,295350,425100,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.099609375,150,2,25979.400390625,75,1,25975.0,825,25980.0,450,25974.599609375,150,25980.900390625,600,25974.5,375,25981.0,75,25974.30078125,225,25981.5,600
2025-12-29 12:47:18.995169,full,25979.400390625,3335025,11154825,75,26024.08984375,297900,423375,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.099609375,150,2,25978.30078125,75,1,25975.0,825,25978.599609375,75,25974.599609375,150,25980.0,450,25974.30078125,225,25980.900390625,600,25974.19921875,675,25981.0,75
2025-12-29 12:47:19.496513,full,25979.400390625,3335025,11154825,75,26024.08984375,298425,421950,26080.0,26100.19921875,25972.400390625,26060.19921875,25975.099609375,225,3,25978.30078125,75,1,25975.0,825,25978.599609375,75,25974.599609375,150,25980.0,450,25974.30078125,525,25981.0,75,25974.19921875,675,25981.19921875,600
2025-12-29 12:47:20.593620,full,25978.30078125,3335250,11154825,75,26024.08984375,298125,422100,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.0,75,1,25978.30078125,75,1,25975.099609375,225,25978.599609375,75,25975.0,825,25980.0,450,25974.599609375,150,25980.900390625,600,25974.5,300,25981.0,75
2025-12-29 12:47:21.308180,full,25978.30078125,3335250,11154825,75,26024.08984375,294150,423225,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.0,150,2,25978.30078125,75,1,25975.099609375,150,25978.599609375,75,25975.0,825,25980.0,450,25974.599609375,150,25980.900390625,600,25974.5,150,25981.0,75
2025-12-29 12:47:22.192970,full,25980.0,3335550,11154825,75,26024.080078125,291375,423375,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.099609375,75,1,25978.5,75,1,25976.0,150,25980.0,375,25975.0,825,25980.900390625,600,25974.599609375,150,25981.0,75,25974.400390625,75,25981.19921875,600
2025-12-29 12:47:22.914415,full,25978.5,3335625,11154825,75,26024.080078125,294225,423450,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.099609375,75,1,25979.099609375,75,1,25976.0,75,25980.0,375,25975.0,825,25980.900390625,600,25974.599609375,150,25981.0,75,25974.400390625,75,25981.099609375,600
2025-12-29 12:47:23.807790,full,25978.5,3335625,11154825,75,26024.080078125,294225,423075,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.099609375,75,1,25979.099609375,75,1,25976.0,75,25980.0,375,25975.0,825,25980.900390625,600,25974.599609375,150,25981.0,75,25974.400390625,75,25981.099609375,600
2025-12-29 12:47:24.515792,full,25978.5,3335625,11154825,75,26024.080078125,294300,424125,26080.0,26100.19921875,25972.400390625,26060.19921875,25976.099609375,75,1,25979.099609375,75,1,25976.0,75,25980.0,375,25975.0,825,25980.900390625,600,25974.599609375,150,25981.0,75,25974.400390625,75,25981.599609375,600
